# 000c9242
Energy: Psychic
1 A1 129
1 A1 225
2 A1a 068
1 A2 078
1 A2 147
2 A2b 035
1 A3 084
2 A3 085
1 A3 086
2 A3 087
2 A3 144
2 P-A 005
2 P-A 007

# 013c6a59
Energy: Psychic
1 A1 129
2 A1a 068
1 A2 147
1 A2 150
2 A2b 035
1 A2b 069
2 A3 085
2 A3 087
2 A3 088
2 A3 144
2 P-A 005
2 P-A 007

# 0453a1eb
Energy: Psychic
2 A1a 068
1 A2 147
1 A2 150
2 A2b 035
1 A2b 069
2 A3 085
1 A3 086
2 A3 087
1 A3 088
2 A3 144
2 P-A 005
2 P-A 007
1 P-A 065

# 045963dc
Energy: Psychic
1 A1 225
1 A2 147
1 A2a 063
1 A2a 074
2 A2b 035
1 A3 080
2 A3 085
2 A3 087
2 A3 144
2 A3 149
1 A3b 057
2 P-A 005
2 P-A 007

# 063d0b5f
Energy: Psychic
1 A1 129
2 A1a 068
1 A2 078
1 A2 147
2 A2b 035
1 A2b 070
2 A3 085
2 A3 087
2 A3 144
1 A3 151
2 P-A 005
1 P-A 006
2 P-A 007

# 072eb72c
Energy: Psychic
1 A1 225
1 A2 146
1 A2 147
1 A2 150
2 A2b 035
2 A3 085
1 A3 086
2 A3 087
1 A3 088
2 A3 144
1 A3 151
1 A3 155
2 P-A 005
2 P-A 007

# 0791ba45
Energy: Psychic
2 A2 070
1 A2 071
2 A2 072
1 A2 150
2 A2b 035
2 A3 085
1 A3 086
2 A3 087
2 A3 144
1 A3 155
2 P-A 005
2 P-A 007

# 085b68c7
Energy: Psychic
2 A1a 068
1 A2 078
2 A2 147
2 A2b 035
2 A3 085
2 A3 087
2 A3 144
1 A3 155
2 P-A 001
2 P-A 005
2 P-A 007

# 093ba763
Energy: Psychic
1 A1 127
1 A2 146
1 A2 147
1 A2 150
2 A2b 035
1 A3 084
2 A3 085
2 A3 087
2 A3 144
1 A3 151
1 A3 155
1 P-A 001
2 P-A 005
2 P-A 007

# 09552871
Energy: Psychic
1 A1 225
2 A1a 068
1 A2 078
2 A2 147
2 A2b 035
1 A2b 071
2 A3 085
2 A3 087
2 A3 144
2 P-A 005
2 P-A 007
1 P-A 065

# 0a30ece8
Energy: Psychic
1 A1 223
1 A1a 068
1 A2 078
1 A2 147
1 A2 150
1 A2 155
2 A2b 035
1 A2b 070
2 A3 085
2 A3 087
2 A3 144
1 A3 151
2 P-A 005
2 P-A 007

# 0fb7f5fd
Energy: Psychic
1 A1 129
2 A1a 068
1 A2 146
2 A2b 035
1 A2b 071
2 A3 085
1 A3 086
2 A3 087
2 A3 144
2 A3 155
2 P-A 005
2 P-A 007

# 10995c01
Energy: Psychic
1 A2 150
2 A2b 035
2 A3 085
2 A3 087
2 A3 144
1 A3 155
1 B1 223
1 B1 225
2 B2 073
2 B2 155
2 P-A 005
2 P-A 007

# 11f14ab7
Energy: Psychic
1 A1 129
2 A1a 068
1 A2 078
1 A2 147
2 A2b 035
1 A2b 069
1 A2b 071
2 A3 085
2 A3 087
2 A3 144
1 A3 151
2 P-A 005
2 P-A 007

# 136ad512
Energy: Psychic
1 A1 225
1 A2 150
1 A2b 035
2 A3 085
2 A3 087
2 A3 144
1 B1a 037
1 B2 070
1 B2 073
2 B2 149
2 B2 155
2 P-A 005
2 P-A 007

# 1395c048
Energy: Psychic
1 A1 129
1 A1 225
1 A1a 068
1 A2 078
1 A2 147
2 A2b 035
1 A2b 070
2 A3 085
2 A3 087
2 A3 144
1 A3 151
2 P-A 005
1 P-A 006
2 P-A 007

# 14300189
Energy: Psychic
2 A1 225
1 A1a 068
1 A2 078
1 A2 146
1 A2 150
1 A2b 035
1 A2b 069
2 A3 085
1 A3 086
2 A3 087
2 A3 144
1 A3 155
2 P-A 005
2 P-A 007

# 15aa71c3
Energy: Psychic
1 A1 225
1 A1a 068
2 A2 078
1 A2 147
2 A2b 035
1 A2b 070
