# 2beb2b2c
Energy: Darkness
1 A1 223
1 A2 110
1 A2 147
1 A2 148
1 A2 150
1 A2 154
1 A2b 071
1 A2b 072
1 A4 157
2 B1 138
2 B1 151
2 B1 158
1 B1 223
1 B1 225
1 P-A 005
2 P-A 007

# 38ded8f7
Energy: Darkness
1 A1 225
1 A1a 068
1 A2 110
1 A2 148
1 A2 150
1 A2 154
2 A2b 070
1 A2b 071
2 B1 138
2 B1 151
2 B1 158
1 B1 223
1 B1 225
1 P-A 005
2 P-A 007

# 467e97c3
Energy: Darkness
1 A1a 068
1 A2 110
1 A2 148
1 A2 150
1 A2 154
2 A2b 070
1 A2b 071
1 A4 157
2 B1 138
2 B1 151
2 B1 158
1 B1 223
1 B1 225
1 P-A 005
2 P-A 007
