# 48073262
Energy: Darkness
2 A1 176
2 A1 177
1 A1 222
1 A1a 015
1 A1a 068
2 A2 110
1 A2 147
2 A2b 047
2 A2b 048
2 P-A 002
2 P-A 005
2 P-A 007

# 48fc6ba3
Energy: Darkness
1 A2 110
1 A2 150
1 A2 154
1 A2 155
1 A2b 047
1 A2b 048
1 A2b 070
2 A3 146
1 A3 151
2 A3a 042
1 A3a 043
1 A3a 062
1 A3a 069
1 P-A 001
2 P-A 005
2 P-A 007

# 516d30b1
Energy: Darkness
1 A1 223
2 A1 225
2 A2 110
2 A2 147
1 A2 148
1 A2 150
2 A2b 047
2 A2b 048
2 A2b 070
1 A2b 071
2 P-A 005
2 P-A 007

# 618cb72b
Energy: Darkness
2 A1 176
2 A1 177
1 A1 225
2 A2 110
1 A2 150
2 A2b 047
2 A2b 048
1 A2b 069
1 A2b 070
2 A3a 042
2 P-A 005
2 P-A 007

# 9633098c
Energy: Darkness
1 A2 110
2 A2 146
2 A2b 047
2 A2b 048
2 A2b 070
1 A3 142
2 A3 146
2 A3a 042
2 A4 157
2 P-A 005
2 P-A 007

# bcc49b9a
Energy: Darkness
1 A1 225
1 A2 110
2 A2 146
1 A2 150
2 A2b 047
2 A2b 048
1 A2b 069
2 A3 146
1 A3 151
2 A3a 042
2 P-A 005
1 P-A 006
2 P-A 007
