# 1d4ec8c4
Energy: Water
2 A1 098
2 A2 051
2 A2 053
1 A2 147
1 A2 150
1 A2 155
1 A2a 072
1 A2b 035
1 A2b 071
1 A3a 064
2 A4a 020
1 P-A 002
2 P-A 005
2 P-A 007

# 2b4cbda4
Energy: Water
2 A1 098
2 A2 051
2 A2 053
1 A2 150
1 A2 155
1 A2b 071
2 A3 066
2 A4 151
2 A4a 020
1 P-A 002
2 P-A 005
2 P-A 007

# 54eac34c
Energy: Water
2 A1 098
1 A1a 068
2 A2 051
2 A2 053
1 A2 147
1 A2 155
1 A2b 035
1 A2b 069
1 A2b 071
1 A3 151
1 A3a 064
2 A4a 020
2 P-A 005
2 P-A 007

# 5b4aec34
Energy: Water
2 A1 098
1 A1 225
2 A2 051
2 A2 053
1 A2 146
1 A2 150
1 A2 155
2 A2a 072
2 A4a 020
2 A4a 023
2 P-A 005
2 P-A 007

# 6e5f6247
Energy: Water
2 A1 098
1 A1 223
2 A2 051
2 A2 053
2 A2a 072
2 A3 066
1 A3 151
2 A4 151
2 A4a 020
2 P-A 005
2 P-A 007

# 9a3ce6fe
Energy: Water
2 A1 098
1 A1 223
1 A1a 068
2 A2 051
2 A2 053
1 A2 147
1 A2 155
1 A2a 072
1 A2b 035
1 A3 151
1 A3a 064
2 A4a 020
2 P-A 005
2 P-A 007

# 9fd01e5b
Energy: Water
2 A1 087
2 A1 089
2 A1 098
2 A2 051
2 A2 053
2 A3 144
2 A3a 064
2 A4a 020
2 P-A 005
2 P-A 007

# a75cd8d2
Energy: Water
2 A1 098
2 A2 051
2 A2 053
2 A2 147
1 A2 150
1 A2a 072
2 A4a 020
2 B1 225
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# bd3d8213
Energy: Water
2 A1 098
1 A1a 068
2 A2 051
2 A2 053
1 A2 150
1 A2 155
2 A2a 072
1 A2b 035
2 A2b 071
2 A4a 020
2 P-A 005
2 P-A 007

# e188cb42
Energy: Water
2 A1 098
1 A1a 068
2 A2 051
2 A2 053
1 A2 147
1 A2 155
1 A2a 072
1 A2b 035
1 A2b 071
1 A3 151
1 A3a 064
2 A4a 020
2 P-A 005
2 P-A 007

# e9f09149
Energy: Water
2 A1 097
2 A1 098
2 A2 053
1 A2 147
1 A2 150
1 A2a 072
1 A2b 035
1 A2b 071
1 A3a 064
1 A4 158
2 A4a 020
2 P-A 005
1 P-A 006
2 P-A 007

# f24539c5
Energy: Water
2 A1 098
1 A1 223
2 A2 051
2 A2 053
1 A2 150
2 A2a 072
2 A3 066
2 A4 151
2 A4a 020
2 P-A 005
2 P-A 007

# f59abb69
Energy: Water
2 A1 098
1 A1a 068
2 A2 051
2 A2 053
1 A2 155
2 A2a 072
1 A3a 064
2 A4 151
2 A4a 020
2 P-A 005
2 P-A 007
1 P-A 065
