# 030ce5b7
Energy: Metal
1 A1 225
1 A1a 068
1 A2 150
1 A2b 057
2 B1 225
2 B2 145
2 B2 148
2 B2a 054
2 B2a 077
2 B2a 078
2 P-A 005
2 P-A 007

# 0891ecf0
Energy: Metal
1 A1a 068
1 A2 155
1 A2b 057
1 A3 151
2 B1 219
2 B1 225
1 B2 147
2 B2a 054
2 B2a 077
2 B2a 078
1 B2a 091
2 P-A 005
2 P-A 007

# 0d5ce8e8
Energy: Metal
1 A2b 057
1 A3 151
2 A4 153
1 A4 157
2 B1 225
2 B2 148
1 B2 150
2 B2a 054
2 B2a 077
2 B2a 078
2 P-A 005
2 P-A 007

# 1bc6880e
Energy: Metal
1 A2b 036
1 A2b 057
1 A4 157
2 B1 225
2 B2 145
1 B2 147
2 B2 148
1 B2a 054
2 B2a 077
1 B2a 078
1 B2a 091
2 P-A 005
1 P-A 006
2 P-A 007

# 1d60b6c0
Energy: Metal
1 A2 150
2 A2b 057
2 B1 225
2 B2 145
1 B2 147
2 B2 148
2 B2a 054
2 B2a 077
1 B2a 078
1 P-A 002
2 P-A 005
2 P-A 007

# 22991385
Energy: Metal
1 A2b 057
1 A3 151
1 A4 153
1 B1 225
2 B2 145
1 B2 147
1 B2 148
1 B2 154
2 B2a 054
2 B2a 077
1 B2a 078
1 B2a 091
2 P-A 005
1 P-A 006
2 P-A 007

# 24206aeb
Energy: Metal
1 A1 225
1 A2 147
1 A2 148
1 A2 150
1 A2b 057
1 A3 151
2 B1 225
1 B2 145
1 B2 153
2 B2a 054
2 B2a 077
1 B2a 078
1 P-A 002
2 P-A 005
2 P-A 007

# 2a6a4eb2
Energy: Metal
1 A2b 057
1 A3 151
1 A4 157
1 B1 223
1 B1 225
1 B2 145
2 B2 147
2 B2 148
2 B2a 054
2 B2a 077
2 B2a 078
2 P-A 005
2 P-A 007

# 3412c260
Energy: Metal
1 A2b 057
1 A2b 070
2 B1 225
2 B2 145
1 B2 147
2 B2 148
2 B2a 054
2 B2a 077
2 B2a 078
1 P-A 002
2 P-A 005
2 P-A 007

# 40ca9094
Energy: Metal
1 A2 155
2 A2b 036
1 A2b 057
1 A2b 070
1 A3 151
1 B1 223
1 B1 225
1 B2 147
2 B2 148
2 B2a 077
2 B2a 078
1 P-A 002
2 P-A 005
2 P-A 007

# 556cda61
Energy: Metal
1 A2b 057
1 A2b 070
1 A3 151
1 B1 225
2 B2 145
2 B2 148
1 B2 150
2 B2a 054
2 B2a 077
2 B2a 078
1 B2a 093
2 P-A 005
2 P-A 007

# 664e9769
