# 18469942
Energy: Fire
1 A2 150
2 A2b 008
1 A2b 070
2 A3 144
2 B1 217
2 B1 225
2 B2a 016
2 B2a 018
2 B2b 008
1 B2b 009
1 P-A 005
2 P-A 007

# 1ff5cd64
Energy: Fire
2 A3 144
2 B1 217
1 B1 223
1 B1 225
2 B2a 016
2 B2a 018
2 B2b 007
2 B2b 008
1 B2b 009
1 B2b 069
2 P-A 005
2 P-A 007

# 23685760
Energy: Fire
1 A1 225
2 A2b 008
1 A2b 070
2 A3 144
2 B1 217
2 B1 225
2 B2a 016
2 B2a 018
2 B2b 008
1 B2b 009
1 P-A 005
2 P-A 007

# 2a3dc607
Energy: Fire
1 A2 150
2 A2b 008
1 A2b 070
2 A3 144
1 B1 217
1 B1 223
2 B1 225
2 B2a 016
2 B2a 018
2 B2b 008
1 B2b 009
1 P-A 005
2 P-A 007

# 47343f8b
Energy: Fire
2 A1 033
1 A1 225
1 A2b 070
2 A3 144
1 A4 032
1 B1 217
2 B1 225
1 B2a 016
1 B2a 018
2 B2b 008
2 B2b 009
2 P-A 005
2 P-A 007

# 4d52d35d
Energy: Fire
2 A1 033
2 A3 144
2 B1 217
2 B1 225
2 B2a 016
2 B2a 018
2 B2b 008
2 B2b 009
2 P-A 005
2 P-A 007

# 512b6c3c
Energy: Fire
2 A1 033
1 A1 225
1 A2b 070
2 A3 144
1 B1 217
1 B1 225
2 B2a 016
2 B2a 018
1 B2a 093
2 B2b 008
2 B2b 009
1 P-A 005
2 P-A 007

# 5d6a4121
Energy: Fire
1 A1 225
2 A2b 008
2 A3 144
1 B1 217
2 B1 225
2 B2a 016
2 B2a 018
1 B2a 087
2 B2b 008
1 B2b 009
1 B2b 069
1 P-A 005
2 P-A 007

# 852e601b
Energy: Fire
1 A2 150
2 A2b 008
2 A3 144
2 B1 217
1 B1 225
2 B2a 016
2 B2a 018
2 B2b 008
1 B2b 009
1 B3 147
2 P-A 005
2 P-A 007

# 899f7665
Energy: Fire
2 A1 033
1 A1 225
1 A2 150
1 A2b 070
2 A3 144
2 B1 217
1 B1 225
1 B1a 012
1 B2a 016
1 B2a 018
1 B2b 008
2 B2b 009
2 P-A 005
2 P-A 007

# 9c0ddb79
Energy: Fire
2 A1 033
2 A3 144
1 A3 155
2 B1 217
1 B1 223
1 B1 225
1 B1a 012
2 B2a 016
2 B2a 018
1 B2b 008
2 B2b 009
1 P-A 005
2 P-A 007

# a42c138e
Energy: Fire
2 A1 033
2 A3 144
2 B1 217
1 B1 225
2 B2a 016
2 B2a 018
1 B2a 093
2 B2b 008
2 B2b 009
2 P-A 005
2 P-A 007

# aeac8e50
Energy: Fire
2 A1 033
1 A2 150
2 A3 144
2 B1 217
2 B1 225
1 B2a 016
1 B2a 018
1 B2b 008
1 B2b 009
1 B2b 069
1 B3 024
1 B3a 071
2 P-A 005
2 P-A 007

# aed1a545
Energy: Fire
1 A1 033
1 A2 150
2 A3 144
2 B1 217
2 B1 225
2 B2a 016
1 B2a 017
2 B2a 018
1 B2b 008
1 B2b 009
1 B2b 066
2 B2b 069
1 P-A 005
1 P-A 007

# b2444ba6
Energy: Fire
1 A1 033
1 A2 150
1 A2b 008
2 A3 144
1 B1 217
2 B1 225
2 B2a 016
2 B2a 018
2 B2b 008
1 B2b 009
1 B2b 069
2 P-A 005
2 P-A 007

# cdc1eb04
Energy: Fire
2 A1 033
1 A2b 070
2 A3 144
2 B1 217
1 B1 225
2 B2a 016
2 B2a 018
2 B2b 008
2 B2b 009
2 P-A 005
2 P-A 007

# cfcc65ff
Energy: Fire
1 A2 147
1 A2 150
2 A2b 008
2 A3 144
2 B1 217
2 B2a 016
2 B2a 018
1 B2a 093
2 B2b 008
1 B2b 009
2 P-A 005
2 P-A 007

# db368bba
Energy: Fire
1 A1 225
1 A2b 070
2 A3 144
1 A4 032
1 B1 217
2 B1 225
1 B2a 016
1 B2a 018
2 B2b 007
2 B2b 008
2 B2b 009
2 P-A 005
2 P-A 007

# f14935d2
Energy: Fire
1 A1 033
1 A2 150
1 A2b 008
1 A2b 070
2 A3 144
1 B1 217
1 B1 225
2 B2a 016
2 B2a 018
2 B2b 008
2 B2b 009
2 P-A 005
2 P-A 007

# f21144ac
Energy: Fire
2 A1 033
1 A1 225
1 A2b 070
2 A3 144
1 B1 217
1 B1 225
2 B2a 016
2 B2a 018
2 B2b 008
2 B2b 009
2 P-A 005
2 P-A 007
