# 0520bb51
Energy: Psychic
1 A1 225
2 A2 067
1 A2 146
2 A2 147
1 A2 150
1 A2 154
2 A2b 035
1 A2b 070
1 A2b 071
2 P-A 001
2 P-A 005
2 P-A 007
2 P-A 038

# 22f7c245
Energy: Psychic
1 A1 223
1 A1 225
1 A1a 068
2 A2 066
2 A2 067
2 A2 147
1 A2 150
1 A2 154
2 A2b 035
1 A2b 069
1 A2b 071
1 A2b 072
2 P-A 005
2 P-A 007

# 26accd57
Energy: Psychic
1 A1 225
1 A1a 032
1 A1a 068
2 A2 067
1 A2 146
2 A2 147
1 A2 150
1 A2 154
1 A2 155
2 A2b 035
1 A2b 071
2 P-A 005
2 P-A 007
2 P-A 038

# 328b7d5f
Energy: Psychic
1 A1 225
1 A1a 032
1 A1a 068
2 A2 067
1 A2 147
1 A2 148
1 A2 150
2 A2 154
2 A2b 035
1 A2b 071
1 P-A 001
2 P-A 005
2 P-A 007
2 P-A 038

# 3519c3f5
Energy: Psychic
1 A1 127
1 A1 225
1 A1a 065
1 A2 066
2 A2 067
2 A2 147
1 A2 150
1 A2 154
1 A2b 035
1 A2b 071
1 A3 146
1 A3 151
1 P-A 002
2 P-A 005
2 P-A 007
1 P-A 038

# 448e3833
Energy: Psychic
1 A1 225
2 A2 066
2 A2 067
2 A2 147
1 A2 150
2 A2 154
1 A2 155
1 A2b 035
1 A2b 070
2 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# 6732e51f
Energy: Psychic
1 A1a 032
2 A2 067
1 A2 147
2 A2 150
2 A2b 035
2 A2b 070
2 A2b 071
2 A2b 111
2 P-A 001
2 P-A 007
2 P-A 038

# 73fa9567
Energy: Psychic
1 A1 225
2 A2 066
2 A2 067
1 A2 146
2 A2 147
1 A2 150
1 A2 155
2 A2b 035
1 A2b 070
1 A2b 071
2 P-A 001
2 P-A 005
2 P-A 007

# 7726fd1d
Energy: Psychic
1 A1 129
1 A1 225
1 A1a 068
2 A2 066
2 A2 067
1 A2 147
1 A2 148
1 A2 150
2 A2 154
2 A2b 035
1 A2b 071
1 P-A 001
2 P-A 005
2 P-A 007

# 776bb535
Energy: Psychic
1 A1 127
1 A1 225
1 A1a 065
1 A2 066
2 A2 067
2 A2 147
1 A2 148
2 A2 150
1 A2 154
1 A2b 035
1 A2b 071
1 P-A 002
2 P-A 005
2 P-A 007
1 P-A 038

# 820fb6cd
Energy: Psychic
1 A1 225
2 A2 067
1 A2 146
1 A2 147
1 A2 148
1 A2 150
2 A2b 035
1 A2b 072
1 A3 084
1 A3 151
2 P-A 001
2 P-A 005
2 P-A 007
2 P-A 038

# 94d118a4
Energy: Psychic
1 A1 225
2 A1a 068
2 A2 067
1 A2 147
1 A2 150
2 A2 154
2 A2b 035
1 A2b 071
2 P-A 001
2 P-A 005
2 P-A 007
2 P-A 038

# 96ed8238
Energy: Psychic
2 A1 225
2 A2 067
1 A2 146
2 A2 147
1 A2 148
1 A2 150
1 A2 154
1 A2 155
1 A2b 035
2 A2b 071
2 P-A 005
2 P-A 007
2 P-A 038

# 9b18a489
Energy: Psychic
1 A1 129
1 A1 225
1 A1a 068
1 A2 066
2 A2 067
1 A2 147
1 A2 148
1 A2 150
2 A2 154
2 A2b 035
1 A2b 071
1 P-A 001
2 P-A 005
2 P-A 007
1 P-A 038

# a270d076
Energy: Psychic
1 A1 225
2 A2 067
1 A2 146
2 A2 147
1 A2 150
1 A2 154
1 A2 155
2 A2b 035
1 A2b 070
1 A2b 071
1 P-A 001
2 P-A 005
2 P-A 007
2 P-A 038

# b1f421a8
Energy: Psychic
2 A1 225
2 A2 066
2 A2 067
2 A2 147
2 A2 150
1 A2b 035
2 A2b 071
2 A2b 072
1 P-A 001
2 P-A 005
2 P-A 007

# b7252431
Energy: Psychic
1 A1 225
1 A1a 032
2 A1a 065
2 A2 067
1 A2 146
1 A2 148
1 A2 150
1 A2 154
2 A2b 035
2 A2b 071
2 P-A 005
2 P-A 007
2 P-A 038

# c00599a8
Energy: Psychic
2 A1 225
1 A1a 068
2 A2 067
2 A2 147
1 A2 150
2 A2 154
1 A2b 035
1 A2b 070
2 A2b 071
2 P-A 005
2 P-A 007
2 P-A 038

# c6ab5006
Energy: Psychic
1 A1 225
2 A2 067
2 A2 148
1 A2 150
1 A2 155
2 A2b 035
2 B1 225
2 B2 155
1 P-A 001
2 P-A 005
2 P-A 007
2 P-A 038

# e5682845
Energy: Psychic
2 A1 225
1 A1a 032
2 A2 067
2 A2 147
1 A2 150
1 A2 154
1 A2 155
2 A2b 035
1 A2b 070
1 A2b 071
2 P-A 005
2 P-A 007
2 P-A 038
