# 00080662
Energy: Psychic
1 A1 225
1 A2 150
2 B1 102
2 B1 196
1 B1 225
2 B2 071
2 B2 072
2 B3 133
1 B3 147
1 B3 148
1 B3 155
2 P-A 005
2 P-A 007

# 02c6610e
Energy: Darkness, Psychic
1 A1 225
1 A2 150
1 A2 155
2 B1 102
1 B1 106
2 B1 109
2 B1 196
1 B1 225
1 B1 226
2 B2 071
2 B2 072
1 B2 153
1 P-A 005
2 P-A 007

# 02f0eba3
Energy: Psychic
1 A1 225
1 A2 150
1 A3 080
1 B1 102
2 B1 196
2 B1 225
1 B1 226
2 B2 070
2 B2 071
2 B2 072
1 B2 153
1 B2 155
1 P-A 005
2 P-A 007

# 030f94c9
Energy: Psychic
1 A1 225
1 A2 150
1 A2b 070
2 A4a 059
2 B1 102
2 B1 196
1 B1 225
1 B1 226
2 B2 071
2 B2 072
1 B2b 040
2 P-A 005
2 P-A 007

# 033c4e23
Energy: Psychic
1 A1 225
1 A2 150
1 A2b 071
2 B1 102
2 B1 196
1 B1 225
1 B2 070
2 B2 071
2 B2 072
1 B2 145
1 B2 153
1 B2 155
2 P-A 005
2 P-A 007

# 03b5df89
Energy: Psychic
1 A1 225
1 A2 150
1 A2 155
2 B1 102
1 B1 106
1 B1 109
2 B1 196
1 B1 225
1 B1 226
2 B2 071
2 B2 072
1 B2 153
2 P-A 005
2 P-A 007

# 042c1263
Energy: Psychic
1 A1 225
1 A2 150
2 B1 102
1 B1 106
2 B1 109
2 B1 196
1 B1 225
1 B1 226
2 B2 071
2 B2 072
1 B2 153
2 B3 148
2 P-A 007

# 047157aa
Energy: Psychic
1 A1 225
1 A2 150
2 B1 102
1 B1 106
2 B1 109
2 B1 196
1 B1 225
1 B1 226
2 B2 071
2 B2 072
1 B2 153
1 B3b 065
1 P-A 005
2 P-A 007

# 0490b0fb
Energy: Psychic
1 A1 225
1 A2 150
1 A2b 070
2 B1 102
1 B1 106
2 B1 196
1 B1 225
1 B1 226
2 B2 070
2 B2 071
2 B2 072
1 B2 155
1 B3 155
