# 37807545
Energy: Fire
2 A1 098
1 A1 225
2 A2 051
2 A2 053
1 A2 146
1 A2 147
1 A2 148
1 A2 150
2 A2a 011
2 A2a 012
1 P-A 001
2 P-A 005
2 P-A 007

# 3f2f10c7
Energy: Fire
2 A1 098
2 A1 225
2 A2 051
2 A2 053
1 A2 143
1 A2 146
1 A2 147
1 A2 150
2 A2a 011
2 A2a 012
2 P-A 005
2 P-A 007

# 55570fde
Energy: Fire
2 A1 098
1 A1 225
2 A2 051
2 A2 053
2 A2 146
2 A2 148
1 A2 150
2 A2a 011
2 A2a 012
2 P-A 005
2 P-A 007

# dc7ce20c
Energy: Fire
2 A1 098
1 A1 225
2 A2 051
2 A2 053
1 A2 146
1 A2 150
1 A2 154
2 A2a 011
2 A2a 012
1 A2a 071
1 P-A 002
2 P-A 005
2 P-A 007
