# 2e818219
Energy: Fire
2 A2 027
1 A2 028
2 A2 029
1 A2 148
2 A2 154
2 A2b 008
1 A2b 009
1 A2b 010
2 A3 144
2 A3 155
2 P-A 005
2 P-A 007

# 4de0f590
Energy: Fire
1 A1 047
2 A2 027
2 A2 028
2 A2 029
1 A2 146
1 A2 154
1 A2 155
1 A2b 008
1 A2b 010
2 A3 144
1 A3 151
1 A3 155
2 P-A 005
2 P-A 007

# 894c20ae
Energy: Fire
1 A1 225
2 A2 027
1 A2 028
2 A2 029
2 A2 148
1 A2b 008
1 A2b 010
1 A2b 035
1 A2b 069
1 A2b 071
1 A3 066
2 A3 144
2 P-A 005
2 P-A 007

# b38366fa
Energy: Fire
1 A1 225
2 A2 027
1 A2 028
2 A2 029
1 A2 148
1 A2b 008
1 A2b 010
1 A2b 035
1 A2b 069
1 A2b 071
1 A3 066
2 A3 144
1 A3 155
2 P-A 005
2 P-A 007

# e3b0e94c
Energy: Fire
1 A1 225
2 A2 027
1 A2 028
2 A2 029
1 A2 148
1 A2b 008
1 A2b 010
1 A2b 035
1 A2b 069
2 A2b 071
1 A3 066
2 A3 144
2 P-A 005
2 P-A 007
