# 273ff86d
Energy: Water
1 A1 220
1 A1a 068
2 A2 035
2 A2 036
2 A2 037
2 A2 049
2 A2 050
2 A2 146
1 A2 147
1 A2 150
2 P-A 005
2 P-A 007

# 30296a3c
Energy: Water
2 A1 220
1 A1a 068
2 A2 035
2 A2 036
2 A2 037
2 A2 049
2 A2 050
1 A2 146
2 A2 150
2 P-A 005
2 P-A 007

# 47881cda
Energy: Water
2 A1 220
1 A1a 019
1 A1a 061
1 A1a 068
1 A2 035
1 A2 036
1 A2 037
2 A2 049
2 A2 050
1 A2 146
2 A2 147
1 A2 150
2 P-A 005
2 P-A 007

# 62231001
Energy: Water
1 A1 220
1 A1a 068
2 A2 035
2 A2 036
2 A2 037
2 A2 049
2 A2 050
1 A2 146
2 A2 150
1 A2 154
2 P-A 005
2 P-A 007

# 8535f793
Energy: Water
2 A1a 068
2 A2 035
2 A2 036
2 A2 037
2 A2 049
2 A2 050
1 A2 146
1 A2 147
2 A2 150
2 P-A 005
2 P-A 007

# 97a2f096
Energy: Water
2 A1 220
1 A1a 068
2 A2 035
2 A2 036
2 A2 037
2 A2 049
2 A2 050
1 A2 147
1 A2 150
1 A2a 072
2 P-A 005
2 P-A 007

# 9f332646
Energy: Water
1 A1 206
2 A1 220
1 A1a 019
1 A1a 068
1 A2 035
1 A2 036
1 A2 037
2 A2 049
2 A2 050
1 A2 146
2 A2 147
1 A2 150
2 P-A 005
2 P-A 007

# aa5f79d4
Energy: Water
1 A1 031
2 A1 220
1 A1 225
1 A2 035
1 A2 036
1 A2 037
2 A2 049
2 A2 050
1 A2 147
2 A2 148
2 A2 150
2 P-A 005
2 P-A 007

# b88acb3c
Energy: Water
2 A1 220
2 A1a 068
2 A2 035
2 A2 036
2 A2 037
2 A2 049
2 A2 050
1 A2 146
1 A2 150
2 P-A 005
2 P-A 007

# bbc12380
Energy: Water
1 A1 220
2 A1a 068
2 A2 035
2 A2 036
2 A2 037
2 A2 049
2 A2 050
2 A2 150
1 A2a 072
2 P-A 005
2 P-A 007

# d7e2f75f
Energy: Water
2 A1 220
2 A1a 068
1 A2 035
2 A2 036
2 A2 037
2 A2 049
2 A2 050
1 A2 146
1 A2 148
1 A2 150
2 P-A 005
2 P-A 007

# e24c2a3d
Energy: Water
1 A1 078
2 A1 220
1 A1 225
1 A1a 017
1 A1a 019
1 A1a 061
1 A2 035
1 A2 036
1 A2 037
1 A2 049
2 A2 050
1 A2 147
1 A2 150
2 P-A 005
1 P-A 006
2 P-A 007

# e3077936
Energy: Water
2 A1 220
1 A1a 068
2 A2 035
2 A2 036
2 A2 037
2 A2 049
2 A2 050
2 A2 146
1 A2 150
2 P-A 005
2 P-A 007

# e97988d7
Energy: Water
2 A1 220
1 A1 225
2 A1a 068
2 A2 035
2 A2 036
2 A2 037
2 A2 049
2 A2 050
1 A2 150
2 P-A 005
2 P-A 007

# ec6a8542
Energy: Water
2 A2 035
2 A2 036
2 A2 037
2 A2 049
2 A2 050
1 A2 146
1 A2 147
2 A2 148
2 A2 150
2 P-A 005
2 P-A 007

# f7cf75a9
Energy: Water
2 A1 220
1 A1a 068
2 A2 035
2 A2 036
2 A2 037
2 A2 049
2 A2 050
1 A2 150
2 A2a 072
2 P-A 005
2 P-A 007

# fa3f4c00
Energy: Water
2 A1 220
2 A1a 068
2 A2 035
2 A2 036
2 A2 037
2 A2 049
2 A2 050
2 A2 150
2 P-A 005
2 P-A 007
