# 109c6ec6
Energy: Metal
1 A1 225
2 A2 015
2 A2 115
1 A2 146
1 A2 147
1 A2 148
1 A2a 075
1 A2b 069
1 A2b 070
1 A3 146
2 A3a 046
2 A3a 047
2 P-A 005
2 P-A 007

# 30fb03d5
Energy: Metal
2 A2 015
2 A2 115
1 A2 147
1 A2a 075
1 A2b 069
1 A2b 070
1 A2b 072
1 A3 146
1 A3 151
2 A3a 046
2 A3a 047
2 P-A 005
1 P-A 006
2 P-A 007

# 5d087d83
Energy: Metal
1 A1 225
2 A2 015
2 A2 115
1 A2 148
1 A2 150
1 A3 146
1 A3 151
2 A3a 046
2 A3a 047
1 A3a 064
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 611bb64c
Energy: Metal
1 A1 225
2 A2 015
2 A2 115
1 A2 146
1 A2 150
1 A2 155
2 A2b 070
1 A3 151
2 A3a 046
2 A3a 047
1 A3b 060
2 P-A 005
2 P-A 007
