# 0864d56d
Energy: Water
1 A2 150
2 A4 151
1 B1 050
1 B1 052
1 B1 225
2 B2b 040
2 B3b 014
2 B3b 015
2 B3b 065
2 B3b 068
2 P-A 005
2 P-A 007

# 27ed1a12
Energy: Water
1 A1a 017
1 A2 150
1 A2b 070
2 A4 151
2 A4a 021
1 B1 052
2 B1 225
1 B1 226
1 B2 153
2 B3b 015
2 B3b 065
2 B3b 068
2 P-A 007

# 326c2a67
Energy: Water
1 A1a 017
1 A1a 019
1 A2 150
2 A4a 021
1 B1 052
1 B1 184
1 B1 219
2 B1 225
1 B1 226
1 B2 153
2 B3b 015
1 B3b 065
2 B3b 068
1 P-A 005
2 P-A 007

# 62644b7f
Energy: Water
1 A1a 017
2 A1a 019
1 A2 150
2 A4a 021
1 B1 052
2 B1 184
1 B1 225
1 B1 226
1 B2 153
2 B3b 015
2 B3b 065
1 B3b 068
1 P-A 005
2 P-A 007

# 84222d74
Energy: Water
1 A1 078
2 A1a 017
1 A1a 019
1 A2 150
1 A2b 070
2 A4a 021
1 B1 052
1 B1 184
1 B1 225
1 B1 226
1 B2 153
2 B3b 015
1 B3b 065
2 B3b 068
2 P-A 007

# a4bf8807
Energy: Water
1 A2 150
1 A2b 070
2 A4 151
2 B1 050
1 B1 052
2 B2b 040
2 B3b 014
2 B3b 015
1 B3b 065
2 B3b 068
2 P-A 005
2 P-A 007

# c4e0cf55
Energy: Water
2 A1a 017
1 A2 150
1 A2a 072
2 A4 151
2 A4a 021
1 B1 052
1 B1 225
2 B1 226
1 B2 153
2 B3b 015
1 B3b 065
2 B3b 068
2 P-A 007

# c5b58ccb
Energy: Water
1 A1 225
1 A1a 017
2 A1a 019
1 A2 150
2 A4a 021
1 B1 052
2 B1 184
1 B1 225
2 B1 226
1 B2 150
1 B2 153
2 B3b 015
1 B3b 068
2 P-A 007

# efd1b679
Energy: Water
1 A1a 017
1 A1a 019
1 A2 147
1 A2 155
1 A2b 070
2 A4a 021
1 B1 052
1 B1 184
1 B1 225
1 B1 226
1 B2a 037
2 B3b 015
1 B3b 065
2 B3b 068
1 P-A 005
2 P-A 007

# f08c9f83
Energy: Water
2 A1a 017
1 A2 150
1 A2 154
1 A2b 070
2 A4 151
1 B1 051
1 B1 052
1 B1 225
2 B3b 014
2 B3b 015
1 B3b 065
1 B3b 068
2 P-A 005
2 P-A 007
