# 058b96fc
Energy: Grass
1 A1 219
2 A1 223
2 A2 150
2 A2b 005
1 A2b 006
2 A2b 007
1 A2b 069
1 A2b 071
2 A3 144
1 A3a 007
1 A4a 065
2 P-A 005
2 P-A 007

# 1057c6a6
Energy: Grass
1 A1 219
1 A1 225
1 A2 146
1 A2 150
1 A2 155
2 A2b 005
1 A2b 006
2 A2b 007
2 A3 144
2 A3 147
1 A3 155
1 A3a 008
2 P-A 005
2 P-A 007

# 10c89559
Energy: Grass
1 A1 223
1 A2 150
1 A2 155
2 A2b 005
1 A2b 006
2 A2b 007
2 A3 144
1 A3 147
1 A3 155
1 A3a 007
1 A4 077
1 B1 109
2 P-A 005
1 P-A 006
2 P-A 007

# 14270f31
Energy: Grass
1 A1 219
2 A1 223
2 A2 150
2 A2b 005
1 A2b 006
2 A2b 007
1 A2b 071
2 A3 144
1 A3 147
1 A3a 007
1 A4 158
2 P-A 005
2 P-A 007

# 16571595
Energy: Grass
2 A2 150
2 A2b 005
1 A2b 006
2 A2b 007
2 A3 144
2 A3 147
1 A4 070
1 B1 109
1 B1 223
2 B1 225
2 P-A 005
2 P-A 007

# 1b448529
Energy: Grass
1 A1 219
1 A1 225
1 A2 022
1 A2 147
1 A2 148
1 A2 150
1 A2 154
1 A2b 004
2 A2b 005
2 A2b 006
2 A2b 007
2 A2b 071
1 A2b 072
2 P-A 005
1 P-A 007

# 24757935
Energy: Grass
1 A2 150
1 A2 155
2 A2b 005
1 A2b 006
2 A2b 007
1 A2b 071
2 A3 144
2 A3 147
1 A3 155
1 A3a 007
1 A4 077
2 P-A 005
1 P-A 006
2 P-A 007

# 297d1d6c
Energy: Grass
1 A1 005
2 A1 219
2 A2b 005
2 A2b 007
1 A2b 069
2 A3 144
2 A3 147
1 A3 151
2 A3 155
1 P-A 005
2 P-A 006
2 P-A 007

# 2e619f37
Energy: Grass
2 A1 223
2 A2 150
2 A2b 005
1 A2b 006
2 A2b 007
1 A2b 071
2 A3 144
1 A3 147
1 A3a 007
1 A4 101
1 A4 158
2 P-A 005
2 P-A 007

# 386849fe
Energy: Grass
1 A1 219
1 A2 146
2 A2b 005
2 A2b 006
2 A2b 007
2 A3 144
2 A3 147
1 A3 151
2 A3 155
2 P-A 001
1 P-A 005
2 P-A 007

# 45b1c712
Energy: Grass
2 A1 219
1 A1 225
1 A2 155
2 A2b 005
2 A2b 007
1 A2b 069
2 A3 144
2 A3 147
2 A3 155
1 P-A 002
2 P-A 005
2 P-A 007

# 507e3d54
Energy: Grass
2 A1 219
1 A1 225
1 A2 022
1 A2 146
2 A2 147
1 A2 150
1 A2a 009
1 A2a 070
2 A2b 005
2 A2b 006
2 A2b 007
2 P-A 005
2 P-A 007

# 55b142bd
Energy: Grass
2 A1 219
1 A1 225
2 A2b 005
2 A2b 007
1 A2b 069
1 A2b 072
2 A3 144
2 A3 147
2 A3 155
1 P-A 001
1 P-A 005
1 P-A 006
2 P-A 007

# 585212ea
