# 051b010b
Energy: Lightning
2 A2 054
2 A2 055
2 A2 056
2 A2 057
2 A2 146
2 A2 148
2 A2 153
2 P-A 001
2 P-A 005
2 P-A 007

# 0f5bd995
Energy: Lightning
1 A1 223
1 A1 225
1 A1a 027
2 A2 054
2 A2 055
1 A2 056
2 A2 057
1 A2 147
2 A2 148
1 A2 150
1 A2 153
1 P-A 001
2 P-A 005
2 P-A 007

# 27e85778
Energy: Lightning
2 A1 099
1 A1 104
2 A1a 027
2 A2 055
2 A2 057
2 A2 148
2 A2 153
1 A2 154
2 P-A 002
2 P-A 005
2 P-A 007

# 90051ebf
Energy: Lightning
2 A2 054
2 A2 055
2 A2 056
2 A2 057
2 A2 146
1 A2 147
1 A2 148
2 A2 153
2 P-A 001
2 P-A 005
2 P-A 007

# a25b97b3
Energy: Lightning
2 A1 223
2 A1 225
2 A2 054
2 A2 055
2 A2 056
2 A2 057
1 A2 148
1 A2 150
2 A2 153
2 P-A 005
2 P-A 007

# c751f679
Energy: Lightning
2 A1 099
1 A1 225
2 A1a 027
2 A2 055
2 A2 057
1 A2 061
1 A2 147
2 A2 148
1 A2 150
2 A2 153
2 P-A 005
2 P-A 007

# cba681c8
Energy: Lightning
1 A1 099
1 A1 225
1 A1a 027
1 A2 054
2 A2 055
1 A2 057
2 A2 146
2 A2 147
1 A2 150
1 A2 153
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
