# 0c49d662
Energy: Psychic
2 A1 120
2 A1 122
1 A1 225
1 A2 147
1 A2 150
1 A2 155
2 A3 144
2 A3b 034
2 A3b 055
2 A3b 066
2 P-A 005
2 P-A 007

# 0d320b90
Energy: Psychic
2 A1 120
2 A1 122
2 A2 148
1 A2 150
1 A2 155
2 A3 144
2 A3b 034
1 B1 121
2 B1 184
1 B1 223
1 P-A 002
2 P-A 005
1 P-A 007

# 267a32d8
Energy: Psychic
2 A1 120
2 A1 122
2 A2 148
1 A2 150
1 A2 155
2 A3 144
2 A3b 034
1 B1 121
2 B1 184
1 P-A 002
2 P-A 005
2 P-A 007

# 642d570c
Energy: Psychic
1 A1 115
1 A1 117
2 A1 122
1 A2 150
2 A2a 031
1 A2b 030
2 A3 144
1 A3 155
2 A3b 034
2 A4 134
2 P-A 005
1 P-A 006
2 P-A 007

# 994060c3
Energy: Psychic
1 A1 121
2 A1 122
1 A2 150
2 A2a 031
2 A3 144
2 A3b 034
1 B1 170
1 B1 172
2 B1 184
1 B1 223
2 B1 226
1 P-A 002
2 P-A 007

# bb5167c8
Energy: Psychic
2 A1 120
1 A1 121
2 A1 122
1 A1 225
1 A2 146
1 A2 147
1 A2 150
1 A2b 070
2 A3 144
1 A3b 033
1 A3b 034
2 A3b 055
2 P-A 005
2 P-A 007

# c2e08ce0
Energy: Darkness
2 A1 120
2 A1 122
1 A2 110
1 A2 146
1 A2 147
1 A2 150
2 A3 144
1 A3 151
2 A3b 034
2 A3b 055
2 P-A 005
1 P-A 006
2 P-A 007

# c52c98c5
Energy: Psychic
2 A1 120
2 A1 122
1 A2 150
2 A3 144
2 A3 155
1 A3b 033
2 A3b 034
2 A3b 055
1 A3b 056
2 P-A 005
1 P-A 006
2 P-A 007

# fa2984e3
Energy: Psychic
2 A1 120
1 A1 121
2 A1 122
1 A1 223
1 A2 150
1 A2 155
1 A3 084
2 A3 144
1 A3 155
1 A3b 028
1 A3b 034
2 A3b 055
2 P-A 005
2 P-A 007

# fdb6fa6d
Energy: Psychic
2 A1 120
1 A1 121
1 A1 122
1 A1 225
1 A2 146
1 A2 155
1 A2a 033
1 A2b 071
2 A3 144
1 A3b 033
2 A3b 034
2 A3b 055
2 P-A 005
2 P-A 007
