# 2b7b6547
Energy: Psychic
1 A1 129
1 A1 130
1 A1 131
1 A1 132
1 A1 186
1 A1 187
1 A1 188
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 006
2 P-A 007
1 P-A 022

# 6a2bc3b8
Energy: Psychic
2 A1 129
2 A1 186
2 A1 187
2 A1 188
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 722482b8
Energy: Psychic
2 A1 129
1 A1 130
1 A1 131
1 A1 132
2 A1 186
2 A1 187
2 A1 188
1 A1 223
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 905bfec2
Energy: Psychic
1 A1 124
1 A1 125
1 A1 129
1 A1 130
1 A1 131
1 A1 132
1 A1 186
1 A1 187
1 A1 188
1 A1 198
2 A1 223
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 98c71428
Energy: Psychic
1 A1 115
1 A1 116
1 A1 117
1 A1 124
1 A1 125
2 A1 129
1 A1 130
1 A1 131
1 A1 132
1 A1 186
1 A1 187
1 A1 188
1 A1 196
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 007

# a027ed31
Energy: Psychic
2 A1 129
1 A1 130
1 A1 131
1 A1 132
1 A1 186
1 A1 187
1 A1 188
2 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# b3e5fba5
Energy: Psychic
2 A1 129
2 A1 186
2 A1 187
2 A1 188
2 A1 196
2 A1 223
2 A1 225
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# b43061cc
Energy: Psychic
1 A1 124
1 A1 125
1 A1 127
1 A1 128
1 A1 129
1 A1 130
1 A1 131
1 A1 132
1 A1 172
1 A1 173
1 A1 186
1 A1 187
1 A1 188
1 A1 223
1 A1 225
1 P-A 001
1 P-A 002
1 P-A 005
1 P-A 006
1 P-A 007

# ca1bba86
Energy: Psychic
1 A1 127
2 A1 129
1 A1 130
1 A1 131
1 A1 132
1 A1 186
1 A1 187
1 A1 188
2 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# fff608ce
Energy: Psychic
1 A1 124
1 A1 125
1 A1 127
1 A1 128
1 A1 129
1 A1 130
1 A1 131
1 A1 132
1 A1 186
1 A1 187
1 A1 188
1 A1 203
1 A1 204
1 A1 225
1 P-A 001
1 P-A 002
1 P-A 005
1 P-A 006
1 P-A 007
1 P-A 022
