# 19b132e3
Energy: Fire
2 A1 047
1 A1 223
1 A1 225
1 A2 027
1 A2 028
1 A2 029
1 A2 146
2 A2 147
1 A2 150
2 A2 154
1 A2 155
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 5ee56219
Energy: Fire
2 A1 047
2 A2 025
2 A2 026
1 A2 027
1 A2 028
1 A2 029
1 A2 146
1 A2 147
1 A2 148
1 A2 150
2 A2 154
1 P-A 001
2 P-A 005
2 P-A 007

# 8428a705
Energy: Fire
1 A1 039
1 A1 041
2 A1 047
2 A1a 068
1 A2 025
1 A2 026
1 A2 027
1 A2 028
1 A2 029
2 A2 146
2 A2 154
1 A2 155
2 P-A 005
2 P-A 007

# ce679a81
Energy: Fire
1 A1 046
2 A1 047
1 A1 048
1 A1 223
1 A1 225
1 A2 027
1 A2 028
1 A2 029
1 A2 146
1 A2 147
1 A2 148
2 A2 154
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007
