# 1a169c60
Energy: Grass
1 A2 150
2 A3 144
1 B1 219
1 B1 223
1 B1 225
2 B2 017
2 B2 134
1 B2 135
2 B2 136
2 B2 137
1 B2 145
2 P-A 005
2 P-A 007

# 7abc229f
Energy: Grass
1 A2 150
2 A3 144
2 A4 066
1 B1 219
1 B1 223
1 B1 225
2 B2 017
2 B2 134
1 B2 135
2 B2 136
1 B2 147
2 P-A 005
2 P-A 007

# 812c9369
Energy: Grass
1 A1 225
1 A2 150
2 A3 144
2 A4 032
1 B1 223
1 B1 225
2 B2 017
2 B2 134
1 B2 135
2 B2 136
1 B2 145
2 P-A 005
2 P-A 007

# 9e6590fd
Energy: Grass
1 A1 225
1 A2b 071
2 A3 144
1 A3 155
1 B1 195
1 B1 219
2 B2 017
2 B2 134
1 B2 135
2 B2 136
1 B2 145
1 P-A 002
2 P-A 005
2 P-A 007

# f02cbe19
Energy: Grass
1 A1 225
2 A2 148
1 A2 150
2 A3 144
1 A4 032
1 A4 066
2 B1 225
2 B2 017
2 B2 134
2 B2 136
2 P-A 005
2 P-A 007
