# 33d95c09
Energy: Fighting
1 A1 225
1 A1a 068
1 A2 022
2 A2 087
1 A2 146
2 A2 148
2 A2a 039
2 A2a 040
2 A2a 041
2 A2a 071
2 P-A 005
2 P-A 007

# d5c10bd0
Energy: Fighting
1 A1 225
2 A1a 056
1 A1a 068
1 A2 147
2 A2 148
2 A2 150
2 A2a 039
2 A2a 040
2 A2a 041
2 A2a 071
1 P-A 005
2 P-A 007

# e3bd39bb
Energy: Fighting
2 A1a 063
2 A1a 065
2 A1a 068
2 A2a 039
2 A2a 040
2 A2a 041
2 A2a 071
2 P-A 001
2 P-A 005
2 P-A 007

# e4632292
Energy: Fighting
2 A1a 068
2 A2 087
2 A2 146
1 A2 147
1 A2 148
2 A2a 039
2 A2a 040
2 A2a 041
2 A2a 071
2 P-A 005
2 P-A 007

# ecb744cb
Energy: Fighting
1 A1 225
2 A2 147
1 A2 150
2 A2a 039
1 A2a 040
2 A2a 041
2 A2a 071
2 A3 144
1 A3 149
2 A3 155
2 P-A 005
2 P-A 007

# f0cfc507
Energy: Fighting
1 A1 225
2 A1a 056
2 A1a 068
1 A2 146
1 A2 147
2 A2 148
2 A2a 039
2 A2a 040
2 A2a 041
2 A2a 071
1 P-A 005
2 P-A 007
