# 013fbbc0
Energy: Water
2 A1 077
1 A1 078
2 A1 084
2 A1 220
1 A1 223
1 A1 225
1 A1a 018
1 A1a 032
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 0ea725a1
Energy: Water
1 A1 078
2 A1 084
2 A1 220
1 A1 223
2 A1a 017
1 A1a 018
1 A1a 019
2 A1a 056
2 A1a 061
2 A1a 068
2 P-A 005
2 P-A 007

# 12124297
Energy: Water
2 A1 084
2 A1 220
1 A1 223
1 A1 225
1 A1a 017
1 A1a 018
2 A1a 019
2 A1a 061
2 A1a 068
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 16a82c02
Energy: Water
1 A1 078
2 A1 084
2 A1 220
2 A1a 017
1 A1a 018
2 A1a 019
2 A1a 061
2 A1a 068
2 P-A 002
2 P-A 005
2 P-A 007

# 1ba0792e
Energy: Water
1 A1 078
2 A1 084
2 A1 220
2 A1 223
2 A1a 017
1 A1a 018
2 A1a 019
2 A1a 061
2 A1a 068
2 P-A 005
2 P-A 007

# 49db3e62
Energy: Water
1 A1 083
2 A1 084
2 A1 220
2 A1a 017
1 A1a 018
2 A1a 019
2 A1a 061
2 A1a 068
2 P-A 002
2 P-A 005
2 P-A 007

# 4f1bc83f
Energy: Water
1 A1 057
1 A1 058
2 A1 084
2 A1 220
1 A1 223
1 A1 225
1 A1a 017
1 A1a 018
2 A1a 019
2 A1a 061
2 P-A 002
2 P-A 005
2 P-A 007

# 5c1e7274
Energy: Water
1 A1 078
2 A1 084
1 A1 198
1 A1 220
1 A1 223
1 A1 225
2 A1a 017
1 A1a 018
2 A1a 019
2 A1a 061
1 A1a 068
1 P-A 002
2 P-A 005
2 P-A 007

# 5c60bf73
Energy: Water
2 A1 084
2 A1 220
2 A1 223
1 A1a 017
1 A1a 018
2 A1a 019
2 A1a 061
2 A1a 068
2 P-A 002
2 P-A 005
2 P-A 007

# 88da9db9
Energy: Water
2 A1 083
2 A1 084
2 A1 220
1 A1 225
2 A1a 017
1 A1a 018
2 A1a 019
2 A1a 061
2 A1a 068
2 P-A 005
2 P-A 007

# a6fbc1a2
Energy: Water
1 A1 078
2 A1 084
1 A1 206
2 A1 220
2 A1 225
2 A1a 017
1 A1a 018
2 A1a 019
1 A1a 061
1 A1a 068
1 P-A 002
2 P-A 005
2 P-A 007

# bdbec324
Energy: Water
1 A1 062
1 A1 063
2 A1 084
2 A1 220
2 A1 223
1 A1 225
2 A1a 017
1 A1a 018
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# c1fffd81
Energy: Water
1 A1 078
2 A1 084
2 A1 220
1 A1 223
1 A1 225
2 A1a 017
1 A1a 018
1 A1a 019
1 A1a 061
2 A1a 068
2 P-A 002
2 P-A 005
2 P-A 007

# cf466435
Energy: Water
1 A1 078
2 A1 084
2 A1 220
1 A1 225
2 A1a 017
1 A1a 018
2 A1a 019
2 A1a 061
2 A1a 068
1 P-A 002
2 P-A 005
2 P-A 007
