# 02bff500
Energy: Lightning, Water
2 A1 062
2 A1 063
2 A1 183
2 A1 184
2 A1 185
2 A1 220
1 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 0da7908b
Energy: Lightning, Water
2 A1 062
2 A1 063
2 A1 183
2 A1 184
2 A1 185
2 A1 220
1 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 1dc1ffc1
Energy: Lightning, Water
1 A1 062
2 A1 063
2 A1 183
2 A1 184
2 A1 185
1 A1 220
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 3c4b7fb9
Energy: Lightning, Water
2 A1 062
2 A1 063
2 A1 183
2 A1 184
2 A1 185
2 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 490635ac
Energy: Lightning, Water
1 A1 062
1 A1 063
1 A1 099
1 A1 100
1 A1 183
1 A1 184
1 A1 185
2 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 52e47a95
Energy: Lightning, Water
2 A1 062
2 A1 063
1 A1 083
1 A1 084
2 A1 092
1 A1 093
2 A1 183
2 A1 184
1 A1 185
2 P-A 001
2 P-A 005
2 P-A 007

# 65827c78
Energy: Lightning, Water
2 A1 062
2 A1 063
2 A1 183
2 A1 184
2 A1 185
1 A1 220
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 67849053
Energy: Lightning, Water
2 A1 062
2 A1 063
2 A1 183
2 A1 184
2 A1 185
1 A1 211
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 7475e71d
Energy: Lightning, Water
1 A1 062
1 A1 063
2 A1 079
2 A1 183
2 A1 184
2 A1 185
2 A1 220
1 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# b607b59e
Energy: Lightning, Water
2 A1 062
2 A1 063
2 A1 183
2 A1 184
2 A1 185
1 A1 198
1 A1 220
1 A1 225
1 A1a 068
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# bb2736c7
Energy: Lightning, Water
2 A1 062
2 A1 063
2 A1 183
2 A1 184
2 A1 185
2 A1 220
1 A1 225
2 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# bb907d78
Energy: Lightning, Water
2 A1 062
2 A1 063
2 A1 183
2 A1 184
2 A1 185
2 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# c138cabc
Energy: Lightning, Water
1 A1 062
1 A1 063
1 A1 110
1 A1 111
2 A1 183
2 A1 184
2 A1 185
2 A1 223
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# ca1ff834
Energy: Lightning, Water
2 A1 062
2 A1 063
2 A1 183
2 A1 184
2 A1 185
1 A1 211
1 A1 225
2 A1a 068
2 P-A 002
2 P-A 005
2 P-A 007

# d484c87a
Energy: Lightning, Water
1 A1 062
1 A1 063
1 A1 077
1 A1 078
2 A1 183
2 A1 184
2 A1 185
1 A1 220
1 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# ec0de331
Energy: Lightning, Water
2 A1 062
2 A1 063
2 A1 183
2 A1 184
2 A1 185
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# f21d0aa2
Energy: Lightning, Water
2 A1 062
2 A1 063
2 A1 183
2 A1 184
2 A1 185
1 A1 220
1 A1 223
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# fca99831
Energy: Lightning, Water
2 A1 062
1 A1 063
1 A1 092
1 A1 093
2 A1 183
2 A1 184
2 A1 185
1 A1 198
1 A1 205
2 A1 223
2 P-A 005
1 P-A 006
2 P-A 007
