# 1165c3fe
Energy: Metal
1 A1 225
2 A1a 068
2 A2 050
2 A2 124
2 A2 125
1 A2 146
2 A2 147
1 A2 148
1 A2 150
1 A2 154
2 P-A 001
1 P-A 005
2 P-A 007

# 5101c411
Energy: Water
1 A1 225
1 A1a 068
1 A2 022
2 A2 050
2 A2 124
2 A2 125
1 A2 143
1 A2 146
1 A2 147
1 A2 150
1 A2 154
2 A2a 072
2 P-A 005
2 P-A 007

# 6d7ad166
Energy: Water
2 A1 201
2 A1a 068
2 A2 050
2 A2 125
2 A2 147
2 A2 148
1 A2 154
2 A2a 072
1 P-A 002
2 P-A 005
2 P-A 007

# 89bc9856
Energy: Water
1 A1 225
1 A1a 068
2 A2 050
2 A2 124
2 A2 125
2 A2 146
2 A2 147
1 A2 150
1 A2 154
1 A2 155
1 P-A 002
2 P-A 005
2 P-A 007

# 9aaa599f
Energy: Water
2 A1a 068
2 A2 050
2 A2 124
2 A2 125
1 A2 146
2 A2 147
1 A2 150
1 A2 154
1 A2 155
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# af0576f7
Energy: Water
1 A1 083
1 A1 225
1 A1a 068
2 A2 050
2 A2 125
1 A2 146
1 A2 147
1 A2 150
1 A2 154
2 A2a 072
2 A2b 062
1 A2b 071
2 P-A 005
2 P-A 007

# b4ac1d40
Energy: Water
1 A1 225
1 A1a 068
1 A2 022
2 A2 050
2 A2 124
2 A2 125
1 A2 143
1 A2 147
1 A2 150
2 A2 154
2 A2a 072
2 P-A 005
2 P-A 007

# d25517e2
Energy: Water
1 A1 083
2 A1a 068
2 A2 050
2 A2 124
2 A2 125
1 A2 146
1 A2 147
1 A2 148
1 A2 150
1 A2a 023
2 A2a 072
2 P-A 005
2 P-A 007
