# 060756f3
Energy: Water
2 A1 068
2 A1 069
2 A1 220
2 A1a 019
2 A1a 020
2 A1a 021
2 A1a 061
2 A1a 068
2 P-A 005
2 P-A 007

# 768690c3
Energy: Water
2 A1 068
2 A1 069
1 A1 079
1 A1 090
1 A1 206
2 A1 220
1 A1 225
2 A1a 019
1 A1a 061
1 A1a 068
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# a83f3932
Energy: Water
2 A1 068
2 A1 069
2 A1 083
2 A1 220
1 A1 223
1 A1 225
2 A1a 019
2 A1a 061
2 A1a 068
2 P-A 005
2 P-A 007

# e87eac4a
Energy: Water
2 A1 068
2 A1 069
2 A1 203
2 A1 220
2 A1 225
2 A1a 019
2 A1a 061
2 A1a 068
2 P-A 005
2 P-A 007
