# 17a2ce16
Energy: Lightning
1 A2 150
1 A2 155
1 A3 066
2 A3 144
2 A3a 065
1 A4 067
1 A4 068
2 A4 151
2 A4a 025
1 B1 082
2 B1 085
2 P-A 005
2 P-A 007

# 40dd9aa9
Energy: Lightning
1 A1 225
1 A2 147
1 A2 150
1 A2b 071
2 A3 144
1 A3a 021
2 A3a 065
2 A4 066
2 A4 067
1 A4a 025
2 B1 085
2 P-A 005
2 P-A 007

# 4937fbf1
Energy: Lightning
1 A2 150
2 A3 066
2 A3 144
2 A3a 065
1 A4 066
2 A4 151
1 A4a 025
1 B1 082
2 B1 085
1 B1 223
1 B1 225
2 P-A 005
2 P-A 007

# 4c8d56af
Energy: Lightning
2 A2 150
2 A3 144
2 A3a 021
1 A3a 064
1 A3a 065
2 A4 067
2 A4 151
2 A4a 025
2 B1 085
2 P-A 005
2 P-A 007

# 50ab4b17
Energy: Lightning
1 A1a 068
1 A2 150
1 A2 155
2 A3 144
2 A3a 021
1 A3a 065
2 A4 067
2 A4 151
2 A4a 025
2 B1 085
2 P-A 005
2 P-A 007

# 5b64cc46
Energy: Lightning
1 A1 225
1 A2 147
1 A2 150
2 A3 144
2 A3a 065
1 A4 066
2 A4 067
1 A4 151
2 A4a 025
2 B1 085
2 P-A 005
1 P-A 006
2 P-A 007

# 5e40ffee
Energy: Lightning
2 A2 150
1 A2b 071
1 A3 066
2 A3 144
2 A3a 021
2 A4 067
2 A4 151
1 A4a 025
2 B1 085
1 B1 223
2 P-A 005
2 P-A 007

# 72a7df90
Energy: Lightning
2 A2 150
2 A3 144
1 A3 155
1 A3a 065
2 A4 066
1 A4 070
1 A4a 025
2 B1 082
2 B1 085
1 B1 225
2 P-A 005
1 P-A 006
2 P-A 007

# 7b02b7aa
Energy: Lightning
1 A2 150
2 A3 144
1 A3 155
2 A3a 021
1 A3a 065
1 A4 068
1 A4 151
1 A4a 025
2 B1 082
2 B1 085
2 B1 225
2 P-A 005
2 P-A 007

# 8bc7fa08
Energy: Lightning
2 A2 150
1 A3 066
1 A3a 065
2 A4 066
2 A4 067
2 A4 068
1 A4 070
1 A4 157
1 A4a 025
2 B1 085
1 B1 223
2 P-A 005
2 P-A 007

# 92225381
Energy: Lightning
2 A2 150
2 A3 144
2 A3a 021
1 A3a 065
1 A4 151
2 A4a 025
2 B1 082
2 B1 085
1 B1 225
2 P-A 005
1 P-A 006
2 P-A 007

# 951c57cd
Energy: Lightning
2 A2 150
2 A3 144
1 A3 155
2 A3a 065
1 A4 068
2 A4a 025
2 B1 082
2 B1 085
1 B1 225
2 P-A 005
1 P-A 006
2 P-A 007

# 964b3976
Energy: Lightning
2 A2 150
2 A3 066
2 A3 144
2 A3a 065
1 A4 066
2 A4 067
1 A4 151
1 A4a 025
1 B1 085
1 B1 223
1 B1 225
2 P-A 005
2 P-A 007

# 9ddb8650
Energy: Lightning
1 A1 225
1 A1a 068
1 A2 148
1 A2 150
2 A3 144
1 A3 155
1 A3a 065
2 A4 066
2 A4 067
1 A4a 025
2 B1 085
1 B1 225
2 P-A 005
2 P-A 007

# a541f49f
Energy: Lightning
1 A2 150
2 A3 144
2 A3a 021
2 A4 066
2 A4 151
1 A4 158
1 A4a 025
2 B1 082
2 B1 085
1 B1 225
2 P-A 005
2 P-A 007

# b2446408
Energy: Lightning
2 A2 150
1 A2 155
2 A3 066
2 A3 144
1 A3a 065
1 A4 151
2 A4a 025
2 B1 082
2 B1 085
1 B1 225
2 P-A 005
2 P-A 007

# bc11df88
Energy: Lightning
1 A1 225
1 A2 150
1 A3 066
2 A3 144
1 A3 155
1 A3a 021
1 A3a 065
1 A4 066
2 A4 067
1 A4 151
1 A4a 025
2 B1 085
1 B1 225
2 P-A 005
2 P-A 007

# ca0651ba
Energy: Lightning
