# 04387e77
Energy: Fire
1 A1 225
2 A2 027
1 A2 028
2 A2 029
2 A2 148
2 A3 037
2 A3 144
2 A3 150
1 A3 151
1 A3 155
2 P-A 005
2 P-A 007

# 065a33bb
Energy: Fire
2 A2 027
2 A2 029
1 A2 154
2 A3 037
2 A3 144
2 A3 150
1 A3 151
2 A3a 009
2 A3a 069
2 P-A 005
2 P-A 007

# 165efecf
Energy: Fire
1 A1 223
1 A1 225
2 A2 027
1 A2 028
2 A2 029
1 A2 146
1 A2 155
1 A2b 069
2 A3 037
2 A3 144
2 A3 150
1 A3 151
1 P-A 005
2 P-A 007

# 1938576d
Energy: Fire
1 A1 225
2 A2 027
1 A2 028
2 A2 029
1 A2 146
1 A2 147
1 A2 155
2 A3 037
2 A3 144
2 A3 150
1 A3 151
2 P-A 005
2 P-A 007

# 1dae0a15
Energy: Fire
1 A1 225
2 A2 027
1 A2 028
2 A2 029
1 A2 147
1 A2 150
1 A2b 071
2 A3 037
2 A3 144
2 A3 150
1 A3 155
2 P-A 005
2 P-A 007

# 20d3cef6
Energy: Fire
1 A1 225
2 A2 027
2 A2 029
1 A2 154
1 A2b 069
1 A2b 071
2 A3 037
2 A3 144
2 A3 150
1 A3 155
2 P-A 005
1 P-A 006
2 P-A 007

# 22708802
Energy: Fire
2 A2 027
2 A2 029
1 A2 147
1 A2b 069
1 A2b 071
2 A3 037
2 A3 144
2 A3 150
1 A3 155
2 P-A 001
2 P-A 005
2 P-A 007

# 26771b2b
Energy: Fire
1 A1 225
2 A2 027
1 A2 028
2 A2 029
1 A2 147
1 A2 150
1 A2 154
2 A3 037
2 A3 144
2 A3 150
1 A3 155
2 P-A 005
2 P-A 007

# 283ddedf
Energy: Fire
2 A2 027
2 A2 029
1 A2 147
1 A2 150
2 A3 037
2 A3 144
2 A3 150
2 B1 217
2 B1 225
2 P-A 005
2 P-A 007

# 2cdefe6e
Energy: Fire
1 A1 225
2 A2 027
1 A2 028
2 A2 029
1 A2 147
1 A2 150
2 A3 037
2 A3 144
2 A3 150
2 A3 155
2 P-A 005
2 P-A 007

# 2ea32681
Energy: Fire
1 A1 225
2 A2 027
1 A2 028
2 A2 029
1 A2 146
1 A2 150
2 A3 037
2 A3 144
2 A3 150
1 A3 151
1 A3 155
2 P-A 005
2 P-A 007

# 320e3f53
Energy: Fire
2 A2 027
2 A2 029
1 A2 150
1 A2b 069
2 A3 037
2 A3 144
2 A3 150
2 A3a 009
2 A3a 069
2 P-A 005
2 P-A 007

# 377567fc
Energy: Fire
1 A1 225
2 A2 027
2 A2 029
1 A2 146
1 A2 147
1 A2 148
1 A2 150
1 A2 154
2 A3 037
2 A3 144
2 A3 150
2 P-A 005
2 P-A 007

# 3ad41c96
Energy: Fire
2 A2 027
2 A2 029
1 A2 146
1 A2 154
1 A2 155
1 A2b 069
2 A3 037
2 A3 144
2 A3 150
1 A3a 009
1 A3a 069
2 P-A 005
2 P-A 007

# 3ee29d81
Energy: Fire
1 A1 223
2 A2 027
2 A2 029
2 A3 037
2 A3 144
2 A3 150
2 A3a 009
2 A3a 069
2 P-A 005
1 P-A 006
2 P-A 007

# 4371c52a
Energy: Fire
2 A2 027
2 A2 029
1 A2 154
1 A2b 069
2 A3 037
2 A3 144
2 A3 150
2 A3a 009
1 A3a 064
1 A3a 069
2 P-A 005
2 P-A 007

# 471997c8
Energy: Fire
1 A1 225
2 A2 027
2 A2 029
2 A2 148
1 A2 155
1 A2b 071
2 A3 037
2 A3 144
2 A3 150
1 A3 155
2 P-A 005
2 P-A 007

# 4c664283
Energy: Fire
1 A1 225
2 A2 027
1 A2 028
2 A2 029
1 A2 146
1 A2 150
1 A2 154
2 A3 037
2 A3 144
2 A3 150
1 A3 155
2 P-A 005
2 P-A 007

# 5063602c
Energy: Fire
2 A2 027
2 A2 029
1 A2 154
1 A2b 071
2 A3 037
2 A3 144
2 A3 150
2 A3a 009
2 A3a 069
2 P-A 005
2 P-A 007

# 54270819
Energy: Fire
1 A1 225
2 A2 027
1 A2 028
2 A2 029
1 A2 146
1 A2 154
2 A3 037
2 A3 144
2 A3 150
1 A3 155
