# 241697aa
Energy: Lightning, Water
1 A1 183
1 A1 184
1 A1 185
2 A1 220
2 A1a 068
2 A2 049
2 A2 050
2 A2 146
2 A2 147
1 A2 150
2 P-A 005
2 P-A 007

# 2697e71a
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
2 A1 220
2 A2 049
2 A2 050
1 A2 146
2 A2 147
1 P-A 002
2 P-A 005
2 P-A 007

# 479c53f5
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
2 A1 220
2 A1a 068
2 A2 049
2 A2 050
1 A2 146
1 A2 154
2 P-A 005
2 P-A 007

# 6921964f
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 220
1 A1a 068
2 A2 049
2 A2 050
1 A2 147
1 A2 154
2 A2a 072
2 P-A 005
2 P-A 007

# 8026269c
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 220
1 A1 225
1 A1a 068
2 A2 049
2 A2 050
1 A2 146
1 A2 150
1 A2 154
2 P-A 005
2 P-A 007

# c4a775b1
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
2 A1 220
2 A2 049
2 A2 050
1 A2 146
1 A2 148
2 A2a 072
2 P-A 005
2 P-A 007
