# 2ce737d1
Energy: Fighting
2 A1 098
1 A1 154
1 A1 225
1 A1a 047
2 A2 051
2 A2 053
2 A2 146
1 A2 150
2 A2a 036
2 P-A 002
2 P-A 005
2 P-A 007

# 44fbe865
Energy: Fighting
2 A1 098
1 A1 154
1 A1 225
1 A1a 047
2 A2 051
2 A2 053
1 A2 146
1 A2 148
1 A2 150
1 A2 155
2 A2a 036
1 P-A 002
2 P-A 005
2 P-A 007

# 58641c45
Energy: Fighting
2 A1 098
1 A1 154
1 A1 225
1 A1a 047
2 A2 051
2 A2 053
1 A2 146
1 A2 147
1 A2 150
1 A2 155
2 A2a 036
1 P-A 002
2 P-A 005
2 P-A 007

# 5a8e8d0d
Energy: Fighting
2 A1 098
2 A1 225
1 A1a 047
2 A2 051
2 A2 053
2 A2 146
1 A2 150
2 A2a 036
2 P-A 002
2 P-A 005
2 P-A 007

# 5bd0b65f
Energy: Fighting
2 A1 098
1 A1 154
1 A1 225
1 A1a 047
2 A2 051
2 A2 053
1 A2 146
1 A2 147
1 A2 148
1 A2 150
2 A2a 036
1 P-A 002
2 P-A 005
2 P-A 007

# 6cbacfd6
Energy: Fighting
2 A1 098
1 A1 154
1 A1 225
1 A1a 047
2 A2 051
2 A2 053
1 A2 146
1 A2 148
2 A2 150
2 A2a 036
1 P-A 002
2 P-A 005
2 P-A 007

# 6e9e08fe
Energy: Fighting
2 A1 098
1 A1 154
1 A1 223
1 A1 225
1 A1a 047
2 A2 051
2 A2 053
1 A2 146
1 A2 147
1 A2 150
2 A2a 036
1 P-A 002
2 P-A 005
2 P-A 007

# 71435bd9
Energy: Fighting
2 A1 098
1 A1 154
1 A1 225
1 A1a 047
2 A2 051
2 A2 053
1 A2 146
1 A2 148
1 A2 150
2 A2a 036
2 P-A 002
2 P-A 005
2 P-A 007

# 82920478
Energy: Fighting
2 A1 098
1 A1 154
1 A1 225
1 A1a 047
2 A2 053
1 A2 146
1 A2 147
1 A2 150
2 A2a 036
2 A2a 053
2 P-A 002
2 P-A 005
2 P-A 007

# 95c014ef
Energy: Fighting
2 A1 098
1 A1 154
1 A1 225
1 A1a 047
2 A2 051
2 A2 053
1 A2 146
1 A2 150
1 A2 155
2 A2a 036
2 P-A 002
2 P-A 005
2 P-A 007

# 9a709bc2
Energy: Fighting
2 A1 098
2 A1a 047
2 A2 051
2 A2 053
2 A2 146
2 A2 147
1 A2 150
2 A2a 036
1 P-A 002
2 P-A 005
2 P-A 007

# b024bb7f
Energy: Fighting
2 A1 098
1 A1a 047
2 A2 051
2 A2 053
2 A2 146
2 A2 147
2 A2 150
2 A2a 036
1 P-A 002
2 P-A 005
2 P-A 007

# ba61f5e9
Energy: Fighting
2 A1 098
1 A1 225
1 A1a 047
1 A1a 068
2 A2 053
2 A2 146
2 A2 148
1 A2 150
2 A2a 036
2 A2a 053
2 P-A 005
2 P-A 007

# bf6d0b40
Energy: Fighting
2 A1 098
1 A1 225
1 A1a 047
2 A2 051
2 A2 053
2 A2 146
2 A2 147
1 A2 150
2 A2a 036
1 P-A 002
2 P-A 005
2 P-A 007

# c15a77c7
Energy: Fighting
2 A1 098
1 A1 154
1 A1 155
1 A1 223
1 A1 225
1 A1a 047
2 A2 051
2 A2 053
1 A2 147
1 A2 150
2 A2a 036
1 P-A 001
2 P-A 005
2 P-A 007

# c211aa15
Energy: Fighting
2 A1 098
1 A1 154
2 A1a 047
2 A2 051
2 A2 053
1 A2 146
2 A2 150
2 A2a 036
2 P-A 002
2 P-A 005
2 P-A 007

# c2587940
Energy: Fighting
2 A1 098
1 A1 154
1 A1 225
2 A1a 047
2 A2 051
2 A2 053
1 A2 146
1 A2 148
1 A2 150
2 A2a 036
1 P-A 002
2 P-A 005
2 P-A 007

# e1551770
Energy: Fighting
2 A1 098
2 A1 225
2 A1a 068
2 A2 051
2 A2 053
2 A2 146
2 A2a 036
2 P-A 002
2 P-A 005
2 P-A 007
