# 066ca69c
Energy: Fire
2 A1 033
1 A1 036
2 A1 047
1 A1 225
1 A2 147
1 A3 155
2 B1 217
1 B1 223
1 B1 225
2 B1a 012
1 B1a 013
1 B1a 014
2 P-A 005
2 P-A 007

# 086d2251
Energy: Fire
1 A1 033
1 A1 034
1 A1 036
1 A1 045
1 A1 206
1 A1 225
1 A2 147
1 A2a 071
1 A3 144
1 A4a 010
1 B1 033
1 B1 034
1 B1 036
1 B1a 014
2 P-A 001
1 P-A 005
1 P-A 006
2 P-A 007

# 11d7dae2
Energy: Fire
1 A1 036
1 A1 225
1 A2 147
1 A2 148
1 A2b 070
1 A3 146
2 A4a 010
2 B1 217
1 B1 225
1 B1a 014
2 B2b 007
2 B2b 008
1 P-A 005
1 P-A 006
2 P-A 007

# 14967e22
Energy: Fire
1 A1 036
1 A2 148
1 A2 155
2 A2b 008
1 A3 155
2 A4a 010
2 B1 217
1 B1 223
1 B1 225
2 B1a 012
1 B1a 013
1 B1a 014
2 P-A 005
2 P-A 007

# 1986ccfe
Energy: Fire
1 A1 036
1 A2 150
2 A3b 008
2 A4 134
1 B1 044
2 B1 217
1 B1 223
1 B1 225
2 B1a 011
2 B1a 012
1 B1a 014
2 P-A 005
2 P-A 007

# 1afc37a6
Energy: Fire
1 A1 036
1 A1 225
1 A2 147
2 A2b 008
1 A4 151
2 A4a 010
2 B1 217
1 B1 225
2 B1a 012
1 B1a 013
1 B1a 014
1 P-A 002
2 P-A 005
2 P-A 007

# 1c5af822
Energy: Fire
1 A1 033
1 A1 034
1 A1 036
2 A1 047
1 A2 150
2 A3 144
2 A3 155
2 A4 151
1 B1 225
1 B1a 011
1 B1a 014
1 P-A 001
2 P-A 005
2 P-A 007

# 1e770b92
Energy: Fire
1 A1 036
2 A1 047
1 A1 225
1 A2 147
1 A2 150
2 A3 155
1 B1 217
2 B1 225
2 B1a 011
2 B1a 012
1 B1a 014
2 P-A 005
2 P-A 007

# 2149d863
Energy: Fire
2 A1 033
1 A1 036
1 A1 047
1 A1 225
1 A3 144
2 A4a 010
2 B1 217
1 B1 223
2 B1a 012
1 B1a 013
1 B1a 014
1 P-A 002
2 P-A 005
2 P-A 007

# 2cc6302a
Energy: Fire
2 A1 033
1 A1 036
1 A2 148
1 A3 144
2 A4a 010
2 B1 217
2 B1 225
2 B1a 012
1 B1a 014
1 B2 145
1 B2 147
1 B3 147
2 P-A 005
1 P-A 007

# 30fc6ce5
Energy: Fire
1 A1 036
2 A2b 008
1 A2b 069
2 A2b 070
1 A3 144
2 A4a 010
2 B1 217
1 B1 225
2 B1a 012
1 B1a 013
1 B1a 014
2 P-A 005
2 P-A 007

# 3a4f452e
