# 01a7234d
Energy: Water
1 A2 050
1 A2 150
2 A3 144
1 A4 151
1 A4a 023
1 A4a 067
1 B1 070
2 B1 225
2 B2 033
1 B2 034
2 B2 036
1 B2 147
2 P-A 005
2 P-A 007

# 0bc85a1d
Energy: Water
2 A1 220
1 A2 148
1 A2 150
2 A3 144
1 A3 155
2 B1 225
1 B1a 065
2 B2 033
1 B2 034
2 B2 036
1 B2 045
2 P-A 005
2 P-A 007

# 189c46fc
Energy: Water
1 A2 050
1 A2 150
2 A3 144
1 A3 155
1 A4a 023
1 A4a 067
1 B1 225
2 B2 033
2 B2 036
1 B2 145
1 B2a 033
1 B3 040
1 B3 148
2 P-A 005
2 P-A 007

# 230fcc12
Energy: Water
1 A2 050
1 A2 150
1 A2 155
1 A2a 072
2 A3 144
1 A4 059
1 A4a 023
2 B1 225
2 B2 033
1 B2 034
2 B2 036
1 B2 145
2 P-A 005
2 P-A 007

# 25f8a0d9
Energy: Water
1 A2 050
1 A2 150
1 A2a 072
2 A3 144
1 A4 059
1 A4a 023
1 A4a 067
1 B1 219
1 B1 225
2 B2 033
1 B2 034
2 B2 036
1 B2 145
2 P-A 005
2 P-A 007

# 3ccf3593
Energy: Water
1 A1 220
1 A2 050
1 A2 150
1 A2a 072
2 A3 144
1 A4 059
1 A4a 023
1 A4a 067
1 B1 219
1 B1 225
2 B2 033
1 B2 034
2 B2 036
2 P-A 005
2 P-A 007

# 479dc891
Energy: Water
1 A2 050
1 A2 150
2 A3 144
1 A3 155
1 A4 151
1 A4a 023
1 A4a 067
1 B1 219
2 B1 225
1 B1a 021
2 B2 033
2 B2 036
2 P-A 005
2 P-A 007

# 48b64f30
Energy: Water
1 A2 050
2 A3 144
1 A3 155
1 A4a 023
1 B1 219
1 B1 223
1 B1 225
2 B2 033
1 B2 034
2 B2 036
1 B2 040
1 B2 124
1 B2 145
2 P-A 005
2 P-A 007

# 49bb946f
Energy: Water
1 A1 220
1 A2 050
1 A2 150
1 A2a 072
2 A3 144
2 A4 151
1 A4a 023
1 B1 219
1 B1a 069
2 B2 033
2 B2 036
1 B2 145
1 P-A 002
1 P-A 005
2 P-A 007

# 4ce80306
Energy: Water
1 A1 225
1 A2 150
1 A2a 072
2 A3 144
1 A4a 023
2 B1 219
1 B1 225
1 B2 034
2 B2 036
1 B2 045
1 B2 145
2 P-A 005
2 P-A 007
2 P-B 026

# 5a3bb4d8
Energy: Water
1 A2 148
1 A2 150
2 A3 144
1 A3 151
1 A4a 023
1 B1 223
2 B1 225
1 B1a 065
1 B2 034
1 B2 036
1 B2 045
1 B2 147
