# 137ff12d
Energy: Fire
2 A1 039
2 A1 041
2 A1 042
1 A1 043
1 A1 044
2 A1 221
1 A1 223
2 A1 225
1 A1a 011
1 A1a 068
1 P-A 002
2 P-A 005
2 P-A 007

# 14e31ead
Energy: Fire
2 A1 039
2 A1 041
2 A1 042
2 A1 043
1 A1 047
2 A1 221
1 A1 223
1 A1 225
1 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 23fcc241
Energy: Fire
1 A1 039
1 A1 041
2 A1 042
2 A1 043
2 A1 198
2 A1 221
2 A1 223
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 251ae942
Energy: Fire
1 A1 039
1 A1 041
2 A1 042
2 A1 043
2 A1 044
1 A1 048
2 A1 051
2 A1 052
1 A1 225
2 P-A 001
2 P-A 005
2 P-A 007

# 28fc8354
Energy: Fire
2 A1 039
2 A1 041
2 A1 042
2 A1 043
1 A1 047
1 A1 221
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 2c9a1134
Energy: Fire
2 A1 039
2 A1 041
2 A1 042
2 A1 043
2 A1 221
1 A1 223
2 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 361e5b92
Energy: Fire
2 A1 039
2 A1 041
2 A1 042
2 A1 043
1 A1 047
2 A1 223
1 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 409597f4
Energy: Fire
2 A1 039
2 A1 041
2 A1 042
2 A1 043
1 A1 203
1 A1 221
1 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 4b989744
Energy: Fire
1 A1 037
1 A1 038
1 A1 039
1 A1 041
2 A1 042
2 A1 043
1 A1 044
1 A1 048
1 A1 198
2 A1 221
1 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 4c37d32c
Energy: Fire
2 A1 039
2 A1 041
2 A1 042
2 A1 043
2 A1 044
1 A1 047
2 A1 221
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 5218b45c
Energy: Fire
2 A1 039
2 A1 041
2 A1 042
2 A1 043
1 A1 198
2 A1 221
2 A1 223
1 A1 225
2 P-A 002
2 P-A 005
2 P-A 007

# 555bbf9b
Energy: Fire
2 A1 039
2 A1 041
2 A1 042
2 A1 043
1 A1 048
2 A1 221
1 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 7c794b6b
Energy: Fire
2 A1 039
2 A1 041
2 A1 042
2 A1 043
2 A1 198
2 A1 221
1 A1 223
1 A1 225
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 8046cc00
Energy: Fire
2 A1 039
2 A1 041
2 A1 042
2 A1 043
2 A1 203
1 A1 221
2 A1 223
1 A1 225
2 P-A 001
2 P-A 005
2 P-A 007

# 8a81834b
Energy: Fire
2 A1 039
2 A1 041
2 A1 042
2 A1 043
2 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 94b5f8a6
Energy: Fire
2 A1 039
2 A1 041
2 A1 042
2 A1 043
2 A1 221
1 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 97ba75c9
Energy: Fire
2 A1 039
2 A1 041
2 A1 042
2 A1 043
1 A1 221
1 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# a8ad06ad
Energy: Fire
2 A1 039
1 A1 040
1 A1 041
2 A1 042
2 A1 043
2 A1 198
1 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# c4e76ef1
Energy: Fire
2 A1 039
2 A1 041
2 A1 042
2 A1 043
1 A1 047
1 A1 221
1 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# c97b2028
Energy: Fire
2 A1 039
2 A1 041
2 A1 042
2 A1 043
2 A1 223
2 A1 225
1 A2 147
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# cc7432b5
Energy: Fire
1 A1 037
1 A1 038
2 A1 039
2 A1 041
2 A1 042
2 A1 043
2 A1 221
1 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# ce1dab2d
Energy: Fire
2 A1 039
2 A1 041
2 A1 042
2 A1 043
1 A1 047
1 A1 048
1 A1 202
1 A1 204
1 A1 219
1 A1 225
1 P-A 001
1 P-A 002
1 P-A 005
1 P-A 006
2 P-A 007

# cfae64db
Energy: Fire
2 A1 039
2 A1 041
2 A1 043
1 A1 198
2 A1 221
2 A1 223
1 A1 225
2 A1a 010
2 P-A 002
2 P-A 005
2 P-A 007

# d6903953
Energy: Fire
2 A1 039
2 A1 041
2 A1 043
1 A1 047
2 A1a 010
1 A1a 068
1 A2 146
1 A2 147
1 A2 150
2 A2 154
1 P-A 002
2 P-A 005
2 P-A 007

# d8f5e647
Energy: Fire
2 A1 039
2 A1 041
2 A1 042
2 A1 043
1 A1 044
2 A1 221
2 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# dbd14638
Energy: Fire
1 A1 037
1 A1 038
1 A1 039
1 A1 041
2 A1 042
2 A1 043
1 A1 044
1 A1 047
2 A1 221
2 A1 225
2 P-A 001
2 P-A 005
2 P-A 007

# e21bebd7
Energy: Fire
2 A1 039
2 A1 041
2 A1 042
2 A1 043
1 A1 044
2 A1 221
1 A1 223
1 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# e3cd22f7
Energy: Fire
2 A1 039
2 A1 041
2 A1 042
2 A1 043
1 A1 198
1 A1 221
2 A1 223
1 A1 225
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# eb21526f
Energy: Fire
2 A1 039
2 A1 041
2 A1 042
2 A1 043
1 A1 047
2 A1 221
1 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# f672d077
Energy: Fire
2 A1 039
2 A1 041
2 A1 042
2 A1 043
1 A1 047
1 A1 198
1 A1 223
1 A1 225
