# 19cb7777
Energy: Water
1 A2 050
1 A2 150
1 A3 144
1 A4a 023
1 A4a 067
1 B1 056
1 B1 057
1 B1 074
1 B1 075
1 B1 223
1 B1 225
1 B1 226
1 B2 150
1 B2a 034
1 B2a 035
1 B2a 036
1 B3 152
1 P-A 002
1 P-A 005
1 P-A 007

# 5f6ea4f8
Energy: Water
1 A1 225
1 A3 144
1 A4a 023
2 B1 056
2 B1 057
2 B1 219
2 B1 225
1 B2a 034
1 B2a 035
2 B2a 036
2 P-A 005
2 P-A 007
1 P-B 037

# ec5cdc33
Energy: Water
1 A1 083
1 A1 225
1 A2 050
2 A3 144
2 A4a 023
1 B1 056
1 B1 057
1 B1 219
1 B1 225
1 B2 145
2 B2a 034
2 B2a 036
2 P-A 005
2 P-A 007
