# 14b8cea8
Energy: Water
2 A1 057
2 A1 058
1 A1 084
2 A1 220
1 A1 225
1 A2 049
1 A2 050
1 A2 147
1 A2 154
1 A2a 072
2 P-A 002
2 P-A 005
2 P-A 007
1 P-A 014

# 16c5468a
Energy: Water
2 A1 057
2 A1 058
1 A1 084
2 A1 220
1 A1 223
1 A1 225
1 A2 049
1 A2 050
1 A2 147
1 A2a 072
2 P-A 002
2 P-A 005
2 P-A 007
1 P-A 014

# 6d749908
Energy: Water
2 A1 057
2 A1 058
1 A1 087
1 A1 088
1 A1 089
2 A1 220
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
1 P-A 014

# cc766fd3
Energy: Water
2 A1 057
2 A1 058
1 A1 084
2 A1 220
1 A1 225
1 A2 049
1 A2 050
1 A2 147
2 A2 154
2 P-A 002
2 P-A 005
2 P-A 007
1 P-A 014
