# 1ba44b3b
Energy: Psychic
1 A1 225
1 A2 064
1 A2 065
1 A2 146
1 A2 147
1 A2 148
1 A2 150
1 A2 152
1 A2 155
1 A2b 070
1 A3 074
1 A3 075
1 A3 077
1 A3 084
1 A3 144
1 A3 155
1 A4 077
1 A4 078
1 P-A 005
1 P-A 007

# 3682cbf3
Energy: Psychic
2 A2 063
1 A2 064
2 A2 065
1 A2 147
2 A2 152
1 A2b 069
2 A3 074
2 A3 075
1 A3 084
2 A3 144
2 P-A 005
2 P-A 007

# 384659e9
Energy: Psychic
1 A1 225
2 A2 063
1 A2 064
2 A2 065
1 A2 150
2 A2 152
1 A2b 069
2 A3 074
2 A3 075
2 A3 144
1 A3 151
1 P-A 005
2 P-A 007

# 48fbc7ba
Energy: Psychic
2 A2 063
1 A2 064
2 A2 065
1 A2 147
2 A2 148
2 A2 152
1 A2b 069
2 A3 074
2 A3 075
2 A3 144
1 A3 155
2 P-A 007

# 49e65705
Energy: Psychic
1 A1 225
2 A2 063
1 A2 064
2 A2 065
1 A2 147
1 A2 148
1 A2 152
1 A2b 069
2 A3 074
2 A3 075
1 A3 084
2 A3 144
1 A3 155
2 P-A 007

# 5c0be7aa
Energy: Psychic
1 A1 225
2 A2 063
1 A2 064
2 A2 065
1 A2 147
2 A2 148
1 A2b 069
2 A3 074
2 A3 075
1 A3 077
2 A3 144
1 A3 155
2 P-A 007

# 79c399f0
Energy: Psychic
1 A1 225
2 A2 063
1 A2 064
2 A2 065
1 A2 147
2 A2 148
1 A2b 069
2 A3 074
2 A3 075
1 A3 084
2 A3 144
1 A3 155
2 P-A 007

# 842f218c
Energy: Psychic
1 A1 225
2 A2 063
1 A2 064
2 A2 065
1 A2 078
1 A2 147
1 A2 150
2 A2 152
1 A2b 070
2 A3 074
2 A3 075
2 A3 144
2 P-A 007

# 8519fcb8
Energy: Psychic
1 A1 223
1 A1 225
1 A2 064
2 A2 065
1 A2 150
1 A2 152
1 A2 155
1 A3 074
1 A3 075
2 A3 144
1 A4 077
2 A4 078
1 B1 109
2 P-A 005
2 P-A 007

# aace1f33
Energy: Psychic
1 A1 225
1 A2 063
1 A2 064
1 A2 065
1 A2 146
1 A2 147
1 A2 150
1 A2 152
1 A2b 070
1 A2b 072
1 A3 074
1 A3 075
1 A3 144
1 A3 155
1 A3a 069
1 A4 077
1 B1 225
1 P-A 005
1 P-A 007
1 P-A 078

# ab82189a
Energy: Psychic
1 A1a 033
2 A2 063
1 A2 064
2 A2 065
1 A2 146
1 A2 147
1 A2 150
2 A2 152
1 A2b 070
1 A3 074
1 A3 075
2 A3 144
2 P-A 005
2 P-A 007

# c41be7a0
Energy: Psychic
2 A2 063
1 A2 064
2 A2 065
1 A2 150
1 A2 152
1 A2b 072
2 A3 074
2 A3 075
1 A3 084
2 A3 144
1 A3 155
2 P-A 005
2 P-A 007

# c4475376
Energy: Psychic
2 A2 063
1 A2 064
2 A2 065
1 A2 150
2 A2 152
1 A2b 070
2 A3 074
2 A3 075
2 A3 144
1 A3a 064
2 P-A 005
2 P-A 007
