# 031c686a
Energy: Lightning
1 A1 225
1 A2 150
2 A3b 025
1 A3b 056
2 A3b 066
1 B1 081
2 B1 184
1 B1 225
1 B2 150
2 B2b 026
2 B2b 027
2 P-A 005
2 P-A 007

# 0a917347
Energy: Lightning
1 A1 225
1 A2 150
1 A3a 065
1 A3b 025
1 B1 081
2 B1 184
2 B1 225
1 B2 153
1 B2a 086
2 B2b 026
2 B2b 027
1 B2b 069
2 P-A 005
2 P-A 007

# 20985da6
Energy: Lightning
1 A1 225
2 A2 148
1 A2 150
1 A2b 070
2 A3a 021
1 A4 151
1 B1 081
1 B1 184
1 B1 225
1 B2 145
2 B2b 026
2 B2b 027
2 P-A 005
2 P-A 007

# 2ef5c29e
Energy: Lightning
1 A1 225
1 A2 148
1 A2 150
1 A2b 070
2 A3a 021
1 A4 151
1 B1 081
1 B1 184
2 B1 225
1 B2 145
2 B2b 026
2 B2b 027
2 P-A 005
2 P-A 007

# 301cdbd3
Energy: Lightning
1 A1 225
1 A2 150
2 A3b 025
1 B1 081
2 B1 184
2 B1 225
1 B2 150
1 B2 153
1 B2a 086
2 B2b 026
2 B2b 027
2 P-A 005
2 P-A 007

# 342289dd
Energy: Lightning
1 A1 225
1 A2 150
2 A3b 025
1 B1 081
2 B1 184
2 B1 225
1 B2 150
1 B2 153
2 B2b 027
1 B3 147
2 P-A 005
2 P-A 007
2 P-B 043

# 366d693e
Energy: Lightning
1 A1 225
2 A1a 061
1 A2 147
1 A2 150
1 A3b 025
1 B1 081
1 B1 223
1 B1 225
2 B2b 026
2 B2b 027
1 B3a 018
2 P-A 002
2 P-A 005
2 P-A 007

# 3f8ea940
Energy: Lightning
1 A1 225
1 A2b 070
1 A3b 025
1 B1 081
2 B1 184
1 B1 225
2 B2 145
1 B2 153
2 B2a 086
2 B2b 026
2 B2b 027
2 P-A 005
2 P-A 007

# 447d0b15
Energy: Lightning
2 A2 150
1 A3a 064
1 A3b 025
1 B1 081
2 B1 184
2 B1 225
1 B2 150
1 B2 153
2 B2b 027
