# 426f3491
Energy: Lightning
2 A2 150
2 A3 144
1 A3 151
1 A3 155
2 B1 081
2 B1 082
2 B1 085
2 B1 184
2 B1 225
1 B2 145
1 B2 153
1 P-A 005
1 P-A 007

# 5e098136
Energy: Lightning
1 A1 225
2 A2 148
1 A2 150
2 A3 144
1 A4 066
1 A4 069
2 B1 081
2 B1 082
1 B1 085
2 B1 184
1 B1 225
2 P-A 005
2 P-A 007

# a85a2906
Energy: Lightning
1 A2 146
2 A2 150
2 A3 144
1 A3 151
2 A3a 065
1 A4 068
1 A4 151
2 B1 081
1 B1 082
1 B1 085
2 B1 184
1 B1 225
1 P-A 005
2 P-A 007

# cc229673
Energy: Lightning
1 A2 147
1 A2 150
1 A2b 070
1 A3 144
2 A3a 065
1 A3b 025
2 A4 067
1 A4 068
2 B1 081
1 B1 085
2 B1 184
1 B1 225
2 P-A 005
2 P-A 007

# f31b43d9
Energy: Lightning
1 A2 147
1 A2 150
1 A2 155
2 A3 144
2 A4 066
1 A4 151
2 B1 081
2 B1 082
2 B1 085
2 B1 184
2 P-A 005
2 P-A 007
