# 2b2db4df
Energy: Psychic
1 A1 225
1 A2 150
1 B1 102
1 B1 109
2 B1 225
1 B1 226
1 B2 071
1 B2 072
1 B2 153
1 B2 155
2 B3a 026
1 B3a 069
1 B3a 072
1 P-A 005
2 P-A 007
2 P-B 017

# 3327ce35
Energy: Psychic
1 A1 225
1 A2 150
1 B1 102
1 B1 106
1 B1 109
2 B1 196
1 B1 197
1 B1 225
1 B1 226
1 B2 153
1 B2 155
1 B3 147
2 B3a 026
1 B3a 069
1 B3a 072
2 P-A 005
1 P-A 007

# a25fbb2e
Energy: Psychic
1 A2 150
1 A2 155
1 A3 080
1 B1 102
2 B1 109
2 B1 196
1 B1 197
1 B1 225
1 B1 226
1 B2 155
1 B3 148
2 B3a 026
1 B3a 069
1 B3a 072
1 P-A 005
2 P-A 007

# c14886d0
Energy: Psychic
1 A2 150
1 A2b 070
1 A4a 059
1 B1 102
2 B1 196
1 B1 223
1 B1 225
1 B2 154
2 B2b 040
2 B3a 026
1 B3a 052
1 B3a 069
1 B3a 074
2 P-A 005
2 P-A 007

# c82265a5
Energy: Psychic
1 A2 150
1 A3 080
1 B1 102
2 B1 109
2 B1 196
1 B1 197
1 B1 225
1 B1 226
1 B2 155
1 B3 148
2 B3a 026
1 B3a 069
1 B3a 072
1 B3a 074
1 P-A 005
2 P-A 007

# ec234943
Energy: Psychic
1 A2 150
1 A3 080
1 B1 102
2 B1 109
2 B1 196
2 B1 225
2 B3 148
2 B3a 026
1 B3a 069
1 B3a 072
1 B3a 074
2 P-A 005
2 P-A 007
