# 01e61543
Energy: Darkness
1 A1a 068
2 A2 110
1 A2 147
2 A2 148
1 A2 150
1 A2 154
2 A3a 042
2 A4a 053
2 B1 160
1 B1 223
2 P-A 005
1 P-A 006
2 P-A 007

# 05f9cb31
Energy: Darkness
1 A2 110
2 A2 148
1 A2 150
2 A2b 070
1 A2b 071
1 A3 146
2 A3a 042
2 A4a 053
2 B1 160
1 B1 223
1 P-A 002
2 P-A 005
2 P-A 007

# 0b6490ba
Energy: Darkness
2 A1 225
1 A2 110
2 A2 148
1 A2 150
1 A2 155
1 A2b 070
1 A2b 071
2 A3a 042
2 B1 159
2 B1 160
1 B1 223
2 P-A 005
2 P-A 007

# 0c78b495
Energy: Darkness
1 A1 225
1 A2 110
2 A2 148
1 A2 150
1 A2 155
1 A2b 070
1 A3 151
2 A3a 042
2 A4a 053
2 B1 160
1 B1 225
1 P-A 002
2 P-A 005
2 P-A 007

# 0e09b287
Energy: Darkness
1 A1 225
1 A2 110
2 A2 148
1 A2 150
1 A2 155
1 A2b 070
2 A3a 042
2 B1 159
2 B1 160
1 B1 223
1 B1 225
1 P-A 002
2 P-A 005
2 P-A 007

# 0f5c2084
Energy: Darkness
1 A2 110
2 A2 148
1 A2 150
1 A2 155
1 A2b 070
2 A3a 042
2 A4a 053
2 B1 160
1 B1 223
2 B1 225
1 P-A 002
2 P-A 005
2 P-A 007

# 1eb75fb5
Energy: Darkness
1 A2 110
2 A2 148
1 A2 150
1 A2 155
1 A2b 070
1 A3 151
2 A3a 042
2 A4a 053
2 B1 160
1 B1 223
1 B1 225
1 P-A 002
2 P-A 005
2 P-A 007

# 2a998efe
Energy: Darkness
1 A1 225
1 A1a 068
1 A2 110
1 A2 147
1 A2 148
1 A2 150
1 A2 155
1 A3 146
2 A3a 042
2 B1 159
2 B1 160
1 B1 223
1 B1 225
2 P-A 005
2 P-A 007

# 2b7beeb6
Energy: Darkness
1 A1 225
1 A2 110
2 A2 148
1 A2 150
1 A3a 042
2 A4 066
2 A4a 053
2 B1 160
2 B1 225
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 3e0e1942
Energy: Darkness
1 A2 110
1 A2 147
1 A2 148
1 A2 150
2 A3a 042
2 A4a 053
2 B1 160
2 B1 225
1 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 5265a981
Energy: Darkness
1 A2 110
2 A2 148
1 A2 150
1 A2 155
1 A3 151
2 A3a 042
2 A4a 053
2 B1 160
2 B1 225
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 53b671e6
Energy: Darkness
2 A2 110
2 A2 148
1 A2 150
2 A2b 070
1 A3 151
1 A3a 042
2 A4a 053
2 B1 160
1 B1 225
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 5a1b0dbe
Energy: Darkness
1 A1 225
1 A2 110
2 A2 148
1 A2 150
1 A3 146
1 A3 151
2 A3a 042
2 A4a 053
2 B1 160
2 B1 225
1 P-A 002
2 P-A 005
2 P-A 007

# 5d3beffa
Energy: Darkness
1 A1a 068
1 A2 110
2 A2 148
1 A2 150
1 A2 155
1 A2b 070
1 A2b 071
2 A3a 042
2 A4a 053
2 B1 160
1 B1 223
2 P-A 005
1 P-A 006
2 P-A 007

# 645e1801
Energy: Darkness
1 A1a 068
2 A2 110
2 A2 148
1 A2 150
1 A2 154
2 A3a 042
2 A4a 053
2 B1 160
1 B1 223
1 B1 225
2 P-A 005
1 P-A 006
2 P-A 007

# 65408c90
Energy: Darkness
1 A1 225
1 A2 110
2 A2 148
1 A2 150
1 A2 155
1 A2b 070
2 A3a 042
2 A4a 053
2 B1 160
1 B1 223
1 B1 225
1 P-A 002
2 P-A 005
2 P-A 007

# 7bdd0dc6
Energy: Darkness
1 A1 225
1 A1a 068
2 A2 110
1 A2 150
1 A2b 070
1 A2b 071
2 A3 146
