# 003b3264
Energy: Lightning, Water
1 A1 062
1 A1 063
2 A1 112
2 A1 183
2 A1 184
2 A1 185
1 A1 186
1 A1 187
1 A1 188
1 A1 225
2 P-A 002
2 P-A 005
2 P-A 007

# 0a448650
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
2 A1 186
1 A1 187
1 A1 188
2 A1 218
2 A1 225
2 P-A 002
2 P-A 005
2 P-A 007

# 2b06c84f
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 186
1 A1 187
1 A1 188
1 A1 203
1 A1 205
1 A1 223
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 322cd50d
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 186
1 A1 187
1 A1 188
1 A1 211
1 A1 223
1 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 3cb1c321
Energy: Fire, Lightning, Water
1 A1 045
2 A1 183
2 A1 184
2 A1 185
1 A1 187
1 A1 188
1 A1a 010
1 A1a 011
1 A1a 056
1 A1a 057
1 A1a 060
1 A1a 061
1 A1a 068
1 P-A 001
2 P-A 005
1 P-A 007

# 46633215
Energy: Lightning, Water
1 A1 083
2 A1 183
2 A1 184
2 A1 185
1 A1 186
1 A1 187
1 A1 188
1 A1 203
2 A1 211
1 A1 220
1 A1a 068
1 A2 148
2 P-A 005
2 P-A 007

# 4ee23dd5
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 186
1 A1 187
1 A1 188
2 A1 202
2 A1 223
1 A1 225
1 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# 5bd2e29a
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 186
1 A1 187
1 A1 188
1 A1 203
1 A1 225
1 A1a 068
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 6fbaf4ed
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 186
1 A1 187
1 A1 188
2 A1 211
1 A1 223
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 8c6b023d
Energy: Lightning, Water
1 A1 094
2 A1 183
2 A1 184
2 A1 185
1 A1 186
1 A1 187
1 A1 188
1 A1 203
1 A1 211
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 8fb56064
Energy: Lightning, Water
1 A1 080
1 A1 087
1 A1 088
1 A1 089
1 A1 110
1 A1 111
2 A1 183
2 A1 184
2 A1 185
1 A1 186
1 A1 187
1 A1 188
2 P-A 002
1 P-A 006
2 P-A 007

# d550838b
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 186
1 A1 187
1 A1 188
1 A1 202
1 A1 223
1 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# db94f482
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 186
1 A1 187
1 A1 188
1 A1 196
1 A1 223
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 006
2 P-A 007

# dd24a716
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 187
1 A1 188
1 A1a 057
1 A2 146
2 A2 148
2 A2a 072
1 A2b 070
1 P-A 002
2 P-A 005
2 P-A 007

# e233e8e7
Energy: Lightning, Water
1 A1 080
1 A1 102
2 A1 183
2 A1 184
2 A1 185
1 A1 186
1 A1 187
1 A1 188
2 A1 206
1 A1 220
1 A1 225
1 P-A 002
2 P-A 005
2 P-A 007

# eae849e1
Energy: Lightning, Water
2 A1 183
2 A1 184
2 A1 185
1 A1 186
1 A1 187
1 A1 188
1 A1 211
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
