# 029f0cea
Energy: Darkness
1 A1 225
1 A2 150
2 A3 144
2 B1 109
2 B1 151
2 B1 155
1 B1 156
2 B1 157
1 B1 223
1 B1 225
2 P-A 005
1 P-A 006
2 P-A 007

# 056d4a67
Energy: Darkness
1 A1 225
1 A2 150
1 A2 155
1 A2b 071
2 A3 144
1 A4 077
2 B1 151
2 B1 155
1 B1 156
2 B1 157
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 0710047a
Energy: Darkness
1 A1 225
1 A2 147
1 A2 150
1 A2b 070
1 A2b 071
2 A3 144
1 A4 077
2 B1 151
2 B1 155
2 B1 157
1 B1 225
2 P-A 005
1 P-A 006
2 P-A 007

# 07f5e940
Energy: Darkness
1 A1 223
1 A2 148
1 A2 150
2 A3 144
1 B1 121
2 B1 151
2 B1 155
1 B1 156
2 B1 157
2 B1 225
2 P-A 005
1 P-A 006
2 P-A 007

# 0de6f6ad
Energy: Darkness
2 A2 150
2 A3 144
2 A4 120
1 B1 109
2 B1 151
2 B1 155
2 B1 157
2 B1 225
1 P-A 002
2 P-A 005
2 P-A 007

# 0dfdf14b
Energy: Darkness
1 A1 223
1 A1 225
1 A2 110
1 A2 150
1 A2b 069
2 A2b 070
2 A3 144
1 A3 155
2 B1 151
2 B1 155
2 B1 157
1 B1 225
1 P-A 002
2 P-A 007

# 0e1ac9b3
Energy: Darkness
1 A1 225
1 A2 150
2 A3 144
1 A3 155
1 A3a 064
2 B1 109
2 B1 151
2 B1 155
1 B1 156
2 B1 157
1 B1 225
2 P-A 005
2 P-A 007

# 10c26c49
Energy: Darkness
1 A2 148
2 A2 150
2 A3 144
2 A4 120
1 B1 109
2 B1 151
2 B1 155
2 B1 157
2 B1 225
2 P-A 005
2 P-A 007

# 127e01ad
Energy: Darkness
1 A1 225
1 A2 110
1 A2 155
1 A2b 070
1 A2b 072
2 A3 144
1 A3 151
2 B1 151
2 B1 155
2 B1 157
1 B1 223
1 B1 225
2 P-A 005
2 P-A 007

# 15644a9f
Energy: Darkness
