# 0f15f257
Energy: Fire
1 A1 033
1 A1 034
1 A1 036
1 A1 037
1 A1 038
1 A1 039
1 A1 041
1 A1 042
1 A1 043
1 A1 047
1 A1 195
1 A1 221
1 A1 223
1 A1 225
1 P-A 001
1 P-A 002
1 P-A 005
1 P-A 006
1 P-A 007
1 P-A 022

# 68ea3a3a
Energy: Fire
1 A1 033
1 A1 034
1 A1 036
1 A1 039
1 A1 041
1 A1 047
1 A1 193
1 A1 195
1 A1 196
1 A1 198
1 A1 201
1 A1 205
1 A1 211
1 A1 223
1 A1 225
1 P-A 001
1 P-A 002
1 P-A 005
1 P-A 006
1 P-A 007

# a7647ce3
Energy: Fire
1 A1 033
1 A1 034
1 A1 036
1 A1 042
1 A1 043
1 A1 044
1 A1 047
1 A1 172
1 A1 173
1 A1 195
1 A1 203
1 A1 221
1 A1 223
1 A1 225
1 P-A 001
1 P-A 002
1 P-A 005
1 P-A 006
1 P-A 007
1 P-A 022

# a928a8b5
Energy: Fire
2 A1 033
2 A1 034
2 A1 036
2 A1 047
2 A1 195
1 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
2 P-A 022

# b2c8a007
Energy: Fire
1 A1 033
1 A1 034
1 A1 036
1 A1 037
1 A1 038
1 A1 039
1 A1 041
1 A1 045
1 A1 051
1 A1 052
1 A1 129
1 A1 193
1 A1 195
1 A1 206
1 A1 211
2 A1 225
2 P-A 001
1 P-A 005

# d48c7df5
Energy: Fire
1 A1 033
1 A1 034
1 A1 036
1 A1 037
1 A1 038
1 A1 039
1 A1 041
1 A1 042
1 A1 043
1 A1 047
1 A1 048
1 A1 195
1 A1 198
1 A1 221
1 A1 225
1 P-A 001
1 P-A 002
1 P-A 005
1 P-A 007
1 P-A 022

# eedc3842
Energy: Fire
1 A1 033
1 A1 034
1 A1 036
1 A1 037
1 A1 038
1 A1 039
1 A1 041
1 A1 042
1 A1 043
1 A1 044
1 A1 047
1 A1 195
1 A1 198
1 A1 223
1 A1 225
1 P-A 001
1 P-A 002
1 P-A 005
1 P-A 007
1 P-A 022
