# 25a00a4a
Energy: Fighting
2 A1 147
2 A1 224
1 A1 225
2 A1a 044
2 A1a 045
2 A1a 046
2 A1a 063
1 A2b 069
2 A2b 070
2 P-A 005
2 P-A 007

# 3892320e
Energy: Fighting
2 A1 147
2 A1 154
2 A1 224
2 A1a 044
2 A1a 045
2 A1a 046
2 A1a 063
2 A1a 068
2 P-A 005
2 P-A 007

# 3be9ab0d
Energy: Fighting
1 A1 137
1 A1 138
1 A1 147
1 A1 154
1 A1 155
1 A1 203
1 A1 223
1 A1 224
1 A1 225
1 A1a 044
1 A1a 045
1 A1a 046
1 A1a 047
1 A1a 063
1 A1a 068
1 P-A 001
1 P-A 002
1 P-A 005
1 P-A 006
1 P-A 007

# 499c73ba
Energy: Fighting
2 A1 147
1 A1 223
2 A1 224
1 A1 225
2 A1a 044
2 A1a 045
2 A1a 046
1 A1a 047
2 A1a 063
1 A2 148
2 P-A 005
2 P-A 007

# 5607501b
Energy: Fighting
2 A1 147
1 A1 223
1 A1 224
2 A1a 044
2 A1a 045
2 A1a 046
1 A1a 047
2 A1a 063
2 A1a 068
1 P-A 001
2 P-A 005
2 P-A 007

# 6cc3d358
Energy: Fighting
2 A1 147
1 A1 154
2 A1 224
2 A1a 044
2 A1a 045
2 A1a 046
1 A1a 047
2 A1a 063
2 A1a 068
2 P-A 005
2 P-A 007

# 7ec3a1c3
Energy: Fighting
1 A1 147
1 A1 154
1 A1 223
2 A1 224
1 A1 225
1 A1a 043
2 A1a 044
2 A1a 045
2 A1a 046
1 A1a 056
2 A1a 063
1 A1a 068
1 P-A 005
2 P-A 007

# 8c1d1524
Energy: Fighting
2 A1 147
2 A1 223
2 A1 224
1 A1 225
2 A1a 044
2 A1a 045
2 A1a 046
2 A1a 063
2 A1a 068
1 P-A 005
2 P-A 007

# aecacf9c
Energy: Fighting
2 A1 147
2 A1 148
1 A1 154
1 A1 155
2 A1 224
2 A1a 045
2 A1a 046
2 A1a 047
1 A1a 063
1 P-A 002
2 P-A 005
2 P-A 007

# b1b25461
Energy: Fighting
2 A1 147
1 A1 154
1 A1 198
2 A1 224
2 A1a 044
2 A1a 045
2 A1a 046
1 A1a 047
2 A1a 063
1 P-A 002
2 P-A 005
2 P-A 007

# bc50e194
Energy: Fighting
1 A1 147
2 A1 154
1 A1 223
2 A1 224
2 A1 225
1 A1a 044
1 A1a 045
1 A1a 046
2 A1a 047
1 A1a 063
2 A1a 068
2 P-A 005
2 P-A 007

# cccf1f8b
Energy: Fighting
2 A1 147
1 A1 223
2 A1 224
1 A1 225
2 A1a 044
2 A1a 045
2 A1a 046
1 A1a 047
2 A1a 063
1 A2 154
2 P-A 005
2 P-A 007

# e366e0cb
Energy: Fighting
2 A1 147
1 A1 154
1 A1 223
2 A1 224
1 A1 225
2 A1a 044
2 A1a 045
2 A1a 046
1 A1a 047
2 A1a 063
2 P-A 005
2 P-A 007

# f00617fc
Energy: Fighting
2 A1 147
1 A1 223
2 A1 224
1 A1 225
2 A1a 044
2 A1a 045
2 A1a 046
1 A1a 056
2 A1a 063
2 A1a 068
1 P-A 005
2 P-A 007

# fb5230e4
Energy: Fighting
2 A1 147
1 A1 223
2 A1 224
1 A1 225
2 A1a 044
2 A1a 045
2 A1a 046
2 A1a 063
1 A1a 068
1 P-A 002
2 P-A 005
2 P-A 007

# fcbf0c69
Energy: Fighting
1 A1 147
1 A1 150
1 A1 154
2 A1 224
1 A1 225
1 A1a 044
1 A1a 045
2 A1a 046
1 A1a 047
2 A1a 063
2 A1a 068
1 P-A 001
2 P-A 005
2 P-A 007
