# 014816e8
Energy: Darkness
2 A1 177
2 A1 187
2 A1 222
2 A1 225
2 A1a 049
2 A1a 057
2 A1a 059
2 A1a 068
2 P-A 005
2 P-A 007

# 122dee1c
Energy: Darkness
2 A1 177
2 A1 186
2 A1 187
2 A1 222
1 A1 225
2 A1a 049
2 A1a 059
1 A1a 060
2 A1a 068
2 P-A 005
2 P-A 007

# 2e703298
Energy: Darkness
1 A1 164
1 A1 165
2 A1 176
2 A1 177
2 A1 187
2 A1 222
1 A1a 032
2 A1a 057
2 A1a 059
1 P-A 002
2 P-A 005
2 P-A 007

# 3957fd71
Energy: Darkness
2 A1 176
1 A1 177
2 A1 187
2 A1 222
2 A1 225
1 A1a 050
2 A1a 057
2 A1a 059
2 A1a 068
2 P-A 005
2 P-A 007

# 3cc9dc69
Energy: Darkness
2 A1 176
2 A1 177
2 A1 186
2 A1 187
1 A1 222
1 A1 223
1 A1 225
1 A1a 056
2 A1a 059
2 A1a 068
2 P-A 005
2 P-A 007

# 43ee3692
Energy: Darkness
1 A1 164
1 A1 165
2 A1 176
2 A1 177
2 A1 186
2 A1 187
2 A1 222
2 A1a 059
2 P-A 002
2 P-A 005
2 P-A 007

# 4611f53d
Energy: Darkness
2 A1 177
2 A1 187
1 A1 198
2 A1 222
1 A1 225
2 A1a 049
2 A1a 057
2 A1a 059
1 A1a 068
1 P-A 002
2 P-A 005
2 P-A 007

# 4cf858ac
Energy: Darkness
2 A1 176
2 A1 177
2 A1 187
2 A1 222
1 A1 223
1 A1 225
2 A1a 057
2 A1a 059
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 628d5fa4
Energy: Darkness
2 A1 176
2 A1 177
2 A1 187
1 A1 222
1 A1 225
2 A1a 057
2 A1a 059
1 A1a 068
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 643d9982
Energy: Darkness
2 A1 177
2 A1 187
2 A1 222
2 A1a 049
2 A1a 057
2 A1a 059
1 A1a 060
2 A1a 068
1 P-A 002
2 P-A 005
2 P-A 007

# 894a92f5
Energy: Darkness
2 A1 176
2 A1 177
2 A1 187
2 A1 222
1 A1 225
2 A1a 057
2 A1a 059
1 A1a 068
2 A2 146
2 P-A 005
2 P-A 007

# 8ac62777
Energy: Darkness
2 A1 176
2 A1 177
2 A1 186
2 A1 187
2 A1 222
1 A1 223
1 A1 225
2 A1a 059
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# a8ea1067
Energy: Darkness
2 A1 176
2 A1 177
2 A1 187
1 A1 204
1 A1 222
1 A1 225
2 A1a 057
2 A1a 059
1 A1a 068
2 P-A 002
2 P-A 005
2 P-A 007

# aa6735f6
Energy: Darkness
2 A1 176
2 A1 177
2 A1 186
2 A1 222
1 A1 223
1 A1 225
2 A1a 058
2 A1a 059
2 P-A 002
2 P-A 005
2 P-A 007

# c739d47a
Energy: Darkness
2 A1 176
2 A1 177
2 A1 186
2 A1 187
2 A1 222
1 A1 223
1 A1 225
1 A1a 032
2 A1a 059
1 P-A 002
2 P-A 005
2 P-A 007

# c8712203
Energy: Darkness
2 A1 177
1 A1 186
2 A1 187
2 A1 222
1 A1 225
2 A1a 049
1 A1a 057
2 A1a 059
1 A1a 068
2 P-A 001
2 P-A 005
2 P-A 007

# e90c2584
Energy: Darkness
2 A1 177
2 A1 187
1 A1 198
2 A1 222
2 A1a 049
2 A1a 057
2 A1a 059
2 A1a 068
1 P-A 002
2 P-A 005
2 P-A 007
