# 0688c645
Energy: Psychic
1 A1 225
1 A2 150
1 A3 149
2 A4 066
1 B1 121
1 B1 225
1 B1 226
1 B2 145
1 B2 154
2 B2a 010
2 B3 073
2 B3 141
2 P-A 005
2 P-A 007

# 0a8506ab
Energy: Psychic
1 A1a 068
2 A2 147
1 A2a 072
1 A2b 070
2 A4a 023
1 B1 223
1 B1 225
1 B1 226
1 B2 154
2 B2a 010
2 B3 073
2 B3 141
1 P-A 005
2 P-A 007

# 0b700331
Energy: Psychic
2 A2 022
1 A2 147
1 A2 150
2 A2b 070
2 A3 149
1 A3b 067
1 B1 225
1 B2 154
2 B3 072
2 B3 073
2 B3 141
1 B3a 074
2 P-A 007

# 12ccaae5
Energy: Psychic
1 A1 225
1 A2 150
1 A3 080
2 A3 149
1 A3b 067
1 A4a 023
1 B1 121
1 B1 225
1 B2 154
2 B3 072
2 B3 073
2 B3 141
1 B3 147
1 P-A 005
2 P-A 007

# 1a1b2687
Energy: Psychic
1 A2 022
1 A2 147
1 A2 150
1 A2b 070
1 A3 149
1 A4a 023
1 B1 225
1 B2 154
2 B3 072
2 B3 073
2 B3 141
1 B3 147
1 B3a 074
2 P-A 005
2 P-A 007

# 211636e1
Energy: Psychic
1 A2 022
1 A2 147
1 A2 150
2 A2b 070
2 A3 149
1 A4 032
1 B1 225
1 B2 154
2 B3 072
2 B3 073
2 B3 141
2 P-A 005
2 P-A 007

# 36c80194
Energy: Psychic
1 A2 150
1 A2b 070
1 A3 149
1 A4 066
1 A4a 023
1 B1 121
1 B1 225
2 B2 145
1 B2 154
1 B2a 010
1 B3 072
2 B3 073
2 B3 141
2 P-A 005
2 P-A 007

# 3840895b
Energy: Psychic
1 A2 022
1 A2 147
1 A2 150
2 A2b 070
2 A3 149
1 A4 032
1 B1 225
1 B2 154
2 B3 072
2 B3 073
2 B3 141
1 B3a 074
1 P-A 005
2 P-A 007

# 3f48bb0f
Energy: Psychic
1 A1 225
1 A2 146
1 A2 148
1 A2 150
1 A2b 071
1 B1 225
1 B2 070
