# 0a70c39b
Energy: Fire
1 A1 037
1 A1 038
1 A1 047
2 A1 221
2 A1 225
2 A1a 010
2 A1a 011
2 A1a 012
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 370d2bdb
Energy: Fire
1 A1 037
1 A1 038
1 A1 042
1 A1 047
1 A1 048
1 A1 049
1 A1 050
1 A1 223
1 A1 225
1 A1a 010
2 A1a 011
1 A1a 068
1 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 39884162
Energy: Fire
1 A1 047
2 A1 221
1 A1 223
1 A1 225
2 A1a 010
2 A1a 011
2 A1a 012
1 A1a 032
2 A1a 068
2 P-A 002
2 P-A 005
2 P-A 007

# 4c3ebf5a
Energy: Fire
1 A1 037
1 A1 038
1 A1 042
1 A1 043
1 A1 047
2 A1 221
1 A1 223
1 A1 225
1 A1a 010
1 A1a 011
1 A1a 012
1 A1a 068
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 7502393d
Energy: Fire
2 A1 037
1 A1 038
1 A1 046
1 A1 047
1 A1 223
1 A1 225
2 A1a 010
2 A1a 011
1 A1a 068
1 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# af651f41
Energy: Fire
1 A1 032
1 A1 037
1 A1 042
1 A1 047
1 A1 048
1 A1 049
1 A1 050
1 A1 223
1 A1 225
1 A1a 010
2 A1a 011
1 A1a 068
1 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# e2a532a6
Energy: Fire
1 A1 037
1 A1 038
1 A1 047
2 A1 221
2 A1 225
2 A1a 010
2 A1a 011
1 A1a 015
1 A1a 016
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007
