# 0b4161e0
Energy: Psychic
1 A1 225
1 A2 150
1 A2b 071
2 A3 144
1 B1 225
2 B2 067
2 B2 069
1 B2 070
2 B2 073
2 B2 155
1 B3 147
2 P-A 005
2 P-A 007

# 0d2f1d28
Energy: Psychic
1 A1 225
1 A2 150
1 A2b 071
1 A3 144
1 A3 155
2 B1 225
2 B2 067
1 B2 068
2 B2 069
1 B2 070
2 B2 073
1 B2 147
2 P-A 005
2 P-A 007

# 0fb117e8
Energy: Psychic
1 A1 225
1 A2 155
2 A3 144
2 B1 225
2 B1 226
2 B2 067
2 B2 069
2 B2 073
2 B2 155
2 P-A 005
2 P-A 007

# 1292c66b
Energy: Psychic
1 A1 223
1 A2 150
1 A2 155
1 A2b 070
2 A3 144
2 B1 225
2 B2 067
2 B2 069
1 B2 070
2 B2 073
1 B2 155
1 B3a 071
1 P-A 005
2 P-A 007

# 187b1032
Energy: Psychic
1 A1 225
1 A2 150
1 A2b 071
2 A3 144
1 B1 223
1 B1 225
2 B2 067
2 B2 069
1 B2 070
2 B2 073
2 B2 155
2 P-A 005
2 P-A 007

# 1c8eb078
Energy: Psychic
1 A2 150
1 A2 155
2 A3 144
2 B1 106
2 B1 225
2 B1 226
2 B2 067
2 B2 069
2 B2 073
2 B2 155
2 P-A 007

# 2e8eb3d9
Energy: Psychic
1 A2b 070
2 A2b 071
2 A3 144
2 B1 225
1 B1 226
2 B2 067
1 B2 068
2 B2 069
2 B2 073
2 B2 155
1 P-A 005
2 P-A 007

# 30896bc8
Energy: Psychic
1 A1 225
1 A2 150
1 A2b 069
2 A3 144
1 A3 151
1 B1 225
2 B2 067
2 B2 069
1 B2 070
2 B2 073
2 B2 155
2 P-A 005
2 P-A 007

# 34d5f5d3
Energy: Psychic
1 A1 225
1 A2 150
1 A2 154
1 A2b 035
2 A3 144
1 B1 225
1 B1 226
2 B2 067
2 B2 069
2 B2 073
1 B2 149
1 B2 155
2 P-A 005
2 P-A 007

# 3b6864ff
Energy: Psychic
2 A1 225
1 A2 155
2 A3 144
2 B1 225
1 B1 226
2 B2 067
2 B2 069
1 B2 070
2 B2 073
2 B2 155
1 P-A 005
2 P-A 007

# 5bc81d98
Energy: Psychic
1 A1 223
2 A1 225
1 A2 155
1 A2b 071
2 A3 144
1 A3 151
1 A3 155
2 B1 225
2 B2 067
2 B2 069
2 B2 073
1 B2 155
2 P-A 007

# 6004dc6a
Energy: Psychic
1 A1 225
1 A2 155
1 A2b 070
1 A2b 071
2 A3 144
1 B1 121
2 B1 225
2 B2 067
2 B2 069
2 B2 073
2 B2 155
1 P-A 005
2 P-A 007

# 6378ecfe
Energy: Psychic
1 A1 225
1 A2 155
2 A3 144
2 B1 225
2 B1 226
2 B2 067
1 B2 068
2 B2 069
2 B2 073
2 B2 155
1 P-A 005
2 P-A 007

# 71e57f69
Energy: Psychic
1 A1 225
1 A2 147
1 A2 155
1 A2b 071
2 A3 144
1 B1 223
1 B1 225
2 B2 067
2 B2 069
1 B2 070
2 B2 073
1 B2 155
2 P-A 005
2 P-A 007

# 84cd01ef
Energy: Psychic
1 A1 225
1 A2 150
1 A2 155
2 A3 144
2 B1 225
2 B2 067
2 B2 069
1 B2 070
2 B2 073
2 B2 155
2 P-A 005
2 P-A 007

# c624ef49
Energy: Psychic
1 A1 225
1 A2 155
1 A2b 071
2 A3 144
1 B1 223
1 B1 225
2 B2 067
2 B2 069
1 B2 070
2 B2 073
2 B2 155
2 P-A 005
2 P-A 007

# d6e97c58
Energy: Psychic
1 A1 225
1 A2 155
1 A2b 071
2 A3 144
1 A3 155
1 B1 225
2 B2 067
2 B2 069
1 B2 070
2 B2 073
2 B2 155
2 P-A 005
2 P-A 007

# de0450c6
Energy: Psychic
1 A1 225
1 A2b 071
2 A3 144
2 B1 225
2 B1 226
2 B2 067
2 B2 069
2 B2 073
2 B2 124
2 B2 155
2 P-A 007

# e9ed5467
Energy: Psychic
1 A1 225
1 A2 147
1 A2b 070
1 A2b 071
2 A3 144
2 B1 225
1 B1 226
2 B2 067
1 B2 068
2 B2 069
1 B2 070
2 B2 073
2 B2 155
1 P-A 007
