# 02fa6afa
Energy: Water
1 A2 147
2 A3 144
2 A3b 018
1 A3b 019
2 A3b 036
2 A3b 037
2 B1 225
2 B2 039
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 094c70df
Energy: Water
1 A2 150
2 A3 144
2 A3b 018
2 A3b 019
2 A3b 036
2 A3b 037
1 B1 225
2 B2 039
1 B2 150
1 P-A 002
2 P-A 005
2 P-A 007

# 0dc4149b
Energy: Water
1 A1 225
2 A2 147
1 A2 150
2 A3 144
2 A3b 018
2 A3b 019
1 A3b 036
1 A3b 037
2 B1 225
2 B2 039
2 P-A 005
2 P-A 007

# 1190465e
Energy: Water
1 A2a 072
2 A3 144
1 A3 151
2 A3b 018
2 A3b 036
2 A3b 037
1 B1 223
1 B1 225
2 B2 039
2 B2 145
2 P-A 005
2 P-A 007

# 19696a03
Energy: Water
2 A2 147
1 A2 150
1 A2a 072
2 A3b 018
2 A3b 019
2 A3b 036
2 A3b 037
2 B1 225
2 B2 039
2 P-A 005
2 P-A 007

# 1c1b14f7
Energy: Water
1 A1 225
1 A2 150
2 A3 144
2 A3b 018
2 A3b 019
1 A3b 036
1 A3b 037
1 A4a 023
2 B1 225
2 B2 039
1 B2 150
2 P-A 005
2 P-A 007

# 1c20995a
Energy: Water
1 A1 225
1 A2 147
1 A2 148
1 A2 150
1 A3 144
2 A3b 018
1 A3b 019
1 A3b 036
1 A3b 037
2 B1 225
2 B2 039
1 B2b 069
1 B3a 071
2 P-A 005
2 P-A 007

# 1d16c87f
Energy: Water
1 A1 225
2 A2 148
1 A2 150
1 A2b 070
2 A3b 018
2 A3b 019
2 A3b 036
2 A3b 037
1 B1 225
2 B2 039
2 P-A 005
2 P-A 007

# 1f05291b
Energy: Water
1 A1 225
2 A3b 018
2 A3b 019
2 A3b 036
2 A3b 037
1 B1 223
2 B1 225
2 B2 039
2 B2 145
2 P-A 005
2 P-A 007

# 30ed4ac2
Energy: Water
2 A1 225
1 A2 155
2 A3 144
2 A3b 018
2 A3b 019
1 A3b 036
1 A3b 037
2 B1 225
2 B2 039
1 B2 145
2 P-A 005
2 P-A 007

# 398797c2
Energy: Water
1 A2 147
1 A2 150
1 A2a 072
2 A3 144
2 A3b 018
2 A3b 036
2 A3b 037
1 B1 223
1 B1 225
2 B2 039
1 B2 145
2 P-A 005
2 P-A 007

# 43157951
Energy: Water
1 A2 147
1 A2 150
1 A2b 071
2 A3b 018
2 A3b 019
2 A3b 036
2 A3b 037
1 B1 225
2 B2 039
1 B3 147
1 B3 152
2 P-A 005
2 P-A 007

# 4b1c74f3
Energy: Water
1 A2 147
1 A2 148
1 A2 150
2 A3b 018
2 A3b 019
2 A3b 036
2 A3b 037
1 B1 223
2 B2 039
2 B2 145
2 P-A 005
2 P-A 007

# 4e524fb4
Energy: Water
1 A1 225
2 A2 148
1 A2 150
2 A3 144
2 A3b 018
1 A3b 019
1 A3b 036
1 A3b 037
1 B1 225
2 B2 039
2 B3 152
2 P-A 005
2 P-A 007

# 669feffa
Energy: Water
1 A2 147
1 A2 150
2 A3 144
2 A3b 018
2 A3b 019
1 A3b 036
1 A3b 037
1 B1 225
2 B2 039
1 B2 150
1 B2a 091
1 B2a 093
2 P-A 005
2 P-A 007

# 6d390089
Energy: Water
1 A1 223
1 A2 147
2 A2 148
2 A3b 018
2 A3b 019
2 A3b 036
2 A3b 037
1 B1 223
2 B2 039
1 B2 145
2 P-A 005
2 P-A 007

# 8994dcf6
Energy: Water
2 A3 144
2 A3b 018
2 A3b 036
2 A3b 037
2 A4a 023
2 B1 225
2 B2 039
2 P-A 002
2 P-A 005
2 P-A 007

# 98575da0
Energy: Water
1 A2 147
1 A2 150
2 A3 144
2 A3b 018
2 A3b 019
2 A3b 036
2 A3b 037
1 B1 223
1 B1 225
2 B2 039
2 P-A 005
2 P-A 007

# ae572873
Energy: Water
2 A3 144
2 A3b 018
2 A3b 019
2 A3b 036
2 A3b 037
2 B1 225
2 B2 039
1 B2 145
1 B2 150
2 P-A 005
2 P-A 007

# b69a5821
Energy: Water
1 A2 147
1 A3 144
2 A3b 018
2 A3b 019
2 A3b 036
2 A3b 037
1 B1 225
2 B2 039
2 B2 145
1 B2 150
2 P-A 005
2 P-A 007

# ba710b3b
Energy: Water
1 A2 150
1 A2 155
1 A2a 072
2 A3b 018
2 A3b 019
2 A3b 036
2 A3b 037
1 B1 223
1 B1 225
2 B2 039
1 B2 150
2 P-A 005
2 P-A 007

# bb476645
Energy: Water
1 A1 225
1 A2 150
2 A3b 018
2 A3b 019
2 A3b 036
2 A3b 037
2 B1 223
2 B1 225
2 B2 039
2 P-A 005
2 P-A 007

# c084d364
Energy: Water
1 A2 147
1 A2a 072
1 A3 144
1 A3 151
2 A3b 018
2 A3b 019
2 A3b 036
2 A3b 037
1 B1 225
2 B2 039
1 B2 150
2 P-A 005
2 P-A 007

# d6312693
Energy: Water
1 A1 225
1 A2a 072
2 A3 144
2 A3b 018
2 A3b 019
2 A3b 036
2 A3b 037
1 B1 223
1 B1 225
2 B2 039
1 B2 145
2 P-A 005
1 P-A 007

# dfb91a32
Energy: Water
1 A2a 072
2 A3 144
2 A3b 018
1 A3b 019
1 A3b 036
1 A3b 037
1 A4a 023
2 B1 225
2 B2 039
1 B2 145
1 B2 147
1 B2a 093
2 P-A 005
2 P-A 007

# e6425b96
Energy: Water
1 A2 147
1 A2 150
1 A2b 071
2 A3 144
2 A3b 018
1 A3b 019
2 A3b 036
2 A3b 037
2 B1 225
2 B2 039
2 P-A 005
2 P-A 007

# f002c17c
Energy: Water
1 A2 147
2 A3b 018
2 A3b 019
2 A3b 036
2 A3b 037
2 B1 225
2 B2 039
2 B2 145
1 B2 150
2 P-A 005
2 P-A 007

