# 05f3db7e
Energy: Psychic
1 A2 150
1 A2b 035
2 A3 144
1 B1 121
2 B1 225
2 B2 063
2 B2 066
1 B2 070
1 B2 073
2 B2 149
1 B2 155
2 P-A 005
2 P-A 007

# 0c871ade
Energy: Psychic
1 A1 225
1 A2 146
2 A2 148
1 A2 150
1 A2b 035
2 A3 144
1 B1 225
1 B2 063
1 B2 066
2 B2 070
2 B2 145
1 B2 149
1 B2 155
1 P-A 005
2 P-A 007

# 5e65d73a
Energy: Psychic
1 A1 132
1 A1 225
1 A2 150
1 A2b 035
1 A2b 071
2 A3 144
1 B1 109
1 B1 121
1 B1 225
2 B2 063
1 B2 066
1 B2 145
1 B2 149
1 B2 155
2 P-A 005
2 P-A 007

# 68cdc3be
Energy: Psychic
1 A2 150
1 A2b 035
2 A3 144
1 A3 155
1 B1 225
2 B2 063
2 B2 066
2 B2 070
1 B2 073
1 B2 149
2 B2 155
2 P-A 005
2 P-A 007

# 6f17091d
Energy: Psychic
1 A2 150
1 A2b 035
2 A3 144
1 B1 225
2 B2 063
2 B2 066
2 B2 070
2 B2 145
2 B2 149
1 B2 155
2 P-A 005
2 P-A 007

# 740ebc77
Energy: Psychic
1 A2 150
1 A2b 035
2 A3 144
2 B1 225
1 B1a 037
2 B2 063
2 B2 066
2 B2 070
2 B2 149
1 B2 155
2 P-A 005
2 P-A 007

# 74704512
Energy: Psychic
1 A1 225
1 A2 150
1 A2 154
1 A2b 035
2 A3 144
2 B2 063
2 B2 066
2 B2 070
1 B2 073
1 B2 149
2 B2 155
2 P-A 005
2 P-A 007

# 79f49331
Energy: Psychic
2 A2 068
1 A2 078
1 A2 147
1 A2 150
2 A2b 035
2 A3 144
1 A3a 064
1 B1 121
1 B1 225
2 B2 066
1 B2 155
1 P-A 001
2 P-A 005
2 P-A 007

# 87a80ec2
Energy: Psychic
1 A2 150
1 A2 155
1 A2b 035
2 A3 144
1 B1 109
1 B1 121
1 B1 225
2 B2 063
1 B2 064
2 B2 066
1 B2 070
1 B2 149
1 B2 155
2 P-A 005
2 P-A 007

# 8b9037d6
Energy: Psychic
1 A1 225
2 A2 068
1 A2 150
1 A2 155
1 A2b 035
2 A3 144
2 B1 225
2 B2 066
1 B2 070
2 B2 155
1 B3b 032
2 P-A 005
2 P-A 007

# 8ebf8781
Energy: Psychic
1 A2 150
2 A2b 035
2 A3 144
2 B1 225
2 B2 063
2 B2 066
1 B2 070
1 B2 149
1 B2 155
1 B3b 032
1 B3b 064
2 P-A 005
2 P-A 007

# 913378ab
Energy: Psychic
1 A1 132
2 A2 068
1 A2 147
1 A2 150
1 A2b 035
1 A3 080
2 A3 144
1 B1 225
2 B2 066
1 B2 073
1 B2 149
1 B2 155
1 B3a 026
2 P-A 005
2 P-A 007

# a18806bf
Energy: Psychic
1 A1 225
1 A2 150
1 A2b 035
2 A3 144
2 B1 225
2 B2 063
2 B2 066
2 B2 070
2 B2 149
1 B2 155
2 P-A 005
2 P-A 007

# afbdbd47
Energy: Psychic
1 A1 132
2 A2 068
1 A2 150
1 A2 155
2 A2b 035
2 A3 144
1 B1 109
1 B1 225
2 B2 066
2 B2 149
1 B2 155
2 P-A 005
2 P-A 007

# d7bc25ea
Energy: Psychic
1 A2 150
1 A2b 035
1 A3 144
1 B1 106
1 B1 225
2 B2 063
1 B2 064
2 B2 066
2 B2 070
2 B2 149
2 B2 155
2 P-A 005
2 P-A 007

# e4bf62c7
Energy: Psychic
1 A1 225
1 A1a 065
1 A2 150
1 A2b 035
2 A3 144
2 B1 225
2 B2 063
1 B2 064
2 B2 066
2 B2 149
1 B2 155
2 P-A 005
2 P-A 007

# e4c327ed
Energy: Psychic
1 A1 225
1 A2 150
1 A2b 035
2 A3 144
2 B2 063
1 B2 064
2 B2 066
2 B2 070
2 B2 149
2 B2 155
2 P-A 005
2 P-A 007

# ef0475b7
Energy: Psychic
1 A1 223
2 A2 068
1 A2 147
1 A2 150
1 A2b 035
2 A3 144
1 B1 223
1 B1 225
1 B2 065
1 B2 066
2 B2 070
1 B2 149
1 B2 155
2 P-A 005
2 P-A 007
