# 0a84b3ff
Energy: Metal
2 A1 224
1 A1 225
1 A2 150
2 A2a 072
2 A4a 023
2 B1 219
1 B1 225
2 B1a 038
2 B1a 052
1 B1a 069
2 P-A 005
2 P-A 007

# 24cb739e
Energy: Fighting, Metal, Water
1 A1 224
1 A1 225
1 A2 150
1 A2b 070
2 A4 092
1 A4 157
2 A4a 023
2 B1 219
1 B1 225
2 B1a 052
2 P-A 001
2 P-A 005
2 P-A 007

# 293afc14
Energy: Metal
2 A1 224
1 A1 225
1 A2 150
1 A2a 072
2 A4 092
2 A4a 023
2 B1 219
1 B1 223
1 B1 225
2 B1a 052
2 P-A 005
1 P-A 006
2 P-A 007

# 641f3fbe
Energy: Metal
2 A1 224
1 A1 225
1 A1a 068
1 A2 150
1 A2b 070
2 A4 092
2 A4a 023
2 B1 219
1 B1 225
2 B1a 052
1 B1a 069
2 P-A 005
2 P-A 007

# bcef1c77
Energy: Metal
2 A1 224
1 A1 225
1 A2 150
1 A2a 072
1 A2b 070
2 A4 092
2 A4a 023
2 B1 219
1 B1 225
2 B1a 052
1 B1a 069
2 P-A 005
2 P-A 007

# bd6b815b
Energy: Metal
2 A1 224
1 A2 150
2 A2b 070
2 A4 092
2 A4a 023
2 B1 219
2 B1 225
2 B1a 052
1 B1a 069
2 P-A 005
2 P-A 007

# bf7c0ee1
Energy: Metal
2 A1 224
1 A1 225
1 A2 146
1 A2a 072
1 A2b 070
2 A4 092
2 A4a 023
1 B1 219
1 B1 225
2 B1a 052
1 B1a 069
1 B2 145
2 P-A 005
2 P-A 007

# c2b447f9
Energy: Metal
2 A1 224
1 A1 225
1 A2 150
2 A2a 072
1 A4 156
2 A4a 023
2 B1 219
1 B1 225
2 B1a 052
2 P-A 005
2 P-A 007
2 P-B 021

# ff8645a6
Energy: Metal
2 A1 224
1 A2 150
1 A2b 071
2 A4a 023
2 B1 219
2 B1 225
2 B1a 038
2 B1a 052
1 B1a 069
1 B2 145
2 P-A 005
2 P-A 007
