# 0542bf58
Energy: Psychic
1 A1 225
1 A1a 033
2 A2 063
1 A2 064
2 A2 065
1 A2 147
2 A2 152
1 A2 155
2 A3 144
1 A3 155
1 A3b 034
1 A4 134
2 P-A 005
2 P-A 007

# 1a809639
Energy: Psychic
1 A1 198
1 A1 225
2 A2 063
1 A2 064
2 A2 065
1 A2 150
2 A2 152
1 A2 155
2 A3 144
1 A3 155
1 A3b 034
1 A4 134
2 P-A 005
2 P-A 007

# 42e52862
Energy: Psychic
1 A2 064
2 A2 065
1 A2 147
2 A2 152
1 A2b 069
1 A3 077
2 A3 144
1 A3 155
1 A3b 034
1 A4 077
2 A4 078
1 A4 134
1 A4 158
1 P-A 006
2 P-A 007

# 7049bd84
Energy: Psychic
1 A1 225
1 A2 063
2 A2 064
2 A2 065
1 A2 147
2 A2 152
2 A3 144
1 A3 155
1 A3b 034
1 A4 078
1 A4 134
1 P-A 002
2 P-A 005
2 P-A 007

# 9857db7d
Energy: Psychic
1 A1a 033
1 A2 064
1 A2 065
1 A2 147
1 A2 150
2 A2 152
1 A2 155
2 A3 144
1 A3 155
1 A3b 034
2 A4 078
1 A4 080
1 A4 134
2 P-A 005
2 P-A 007

# a1702bfd
Energy: Psychic
1 A1 225
2 A2 064
2 A2 065
2 A2 147
2 A2 152
2 A3 144
1 A3 155
1 A3b 034
2 A4 078
1 A4 134
2 P-A 005
2 P-A 007

# d19dd57d
Energy: Psychic
1 A1 225
1 A1a 065
2 A2 063
2 A2 064
1 A2 065
2 A2 147
2 A2 152
1 A3 144
2 A3 155
1 A3b 034
1 A4 080
1 A4 134
1 P-A 005
2 P-A 007

# ef336ac3
Energy: Psychic
1 A1 225
2 A2 063
2 A2 064
2 A2 065
1 A2 150
1 A2 152
2 A3 144
1 A3 155
1 A3b 033
1 A3b 034
2 A4 134
1 P-A 002
1 P-A 005
2 P-A 007
