# 046f1ec8
Energy: Fire
2 A2 027
2 A2 028
2 A2 029
2 A2 078
1 A2 104
1 A2 146
1 A2 147
1 A2 148
1 A2 150
2 A2 154
1 P-A 001
2 P-A 005
2 P-A 007

# 07006dfd
Energy: Fire
1 A1 223
1 A1 225
2 A2 027
2 A2 028
2 A2 029
2 A2 078
2 A2 146
2 A2 150
2 A2 154
2 P-A 005
2 P-A 007

# 07fb558b
Energy: Fire
1 A1 223
1 A1 225
2 A2 027
2 A2 028
2 A2 029
2 A2 078
1 A2 146
2 A2 148
2 A2 154
1 A2 155
2 P-A 005
2 P-A 007

# 0d112367
Energy: Fire
1 A1 223
1 A1 225
2 A2 027
2 A2 028
2 A2 029
2 A2 078
2 A2 146
1 A2 148
1 A2 150
2 A2 154
2 P-A 005
2 P-A 007

# 0f04fd9c
Energy: Fire
2 A1 048
2 A1 223
2 A2 027
2 A2 028
2 A2 029
2 A2 078
2 A2 146
2 A2 154
2 P-A 005
2 P-A 007

# 0fb319ef
Energy: Fire
2 A2 027
2 A2 028
2 A2 029
2 A2 078
2 A2 146
2 A2 148
1 A2 150
2 A2 154
1 A2 155
2 P-A 005
2 P-A 007

# 17ad7819
Energy: Fire
2 A2 027
2 A2 028
2 A2 029
2 A2 078
1 A2 104
2 A2 146
1 A2 150
1 A2 154
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 1863447d
Energy: Fire
2 A2 027
2 A2 028
2 A2 029
2 A2 078
2 A2 146
2 A2 147
2 A2 150
1 A2 154
2 P-A 005
1 P-A 006
2 P-A 007

# 1b6eae55
Energy: Fire
1 A1 223
2 A2 027
2 A2 028
2 A2 029
2 A2 078
1 A2 104
1 A2 146
1 A2 147
1 A2 148
1 A2 150
2 A2 154
2 P-A 005
2 P-A 007

# 2535e2dd
Energy: Fire
1 A1 223
2 A2 027
2 A2 028
2 A2 029
2 A2 078
1 A2 104
2 A2 146
1 A2 150
2 A2 154
1 P-A 002
2 P-A 005
2 P-A 007

# 2c62b4f4
Energy: Fire
2 A2 027
2 A2 028
2 A2 029
2 A2 078
1 A2 104
2 A2 146
2 A2 148
1 A2 150
2 A2 154
2 P-A 005
2 P-A 007

# 30868ea4
Energy: Fire
1 A2 022
2 A2 027
2 A2 028
2 A2 029
2 A2 078
2 A2 146
1 A2 147
2 A2 148
2 A2 154
2 P-A 005
2 P-A 007

# 3cc62c4c
Energy: Fire
1 A1 225
2 A2 027
2 A2 028
2 A2 029
2 A2 078
1 A2 104
1 A2 146
2 A2 148
1 A2 150
2 A2 154
2 P-A 005
2 P-A 007

# 3d5cc64d
Energy: Fire
2 A2 027
2 A2 028
2 A2 029
2 A2 078
1 A2 104
2 A2 146
2 A2 148
1 A2 150
1 A2 154
1 P-A 001
2 P-A 005
2 P-A 007

# 454124f6
Energy: Fire
1 A1 225
2 A2 027
2 A2 028
2 A2 029
2 A2 078
2 A2 146
2 A2 148
1 A2 150
2 A2 154
2 P-A 005
2 P-A 007

# 45a18240
Energy: Fire
2 A1 223
2 A2 027
2 A2 028
2 A2 029
2 A2 078
2 A2 146
1 A2 147
1 A2 150
2 A2 154
2 P-A 005
2 P-A 007

# 4a6c4561
Energy: Fire
1 A1 225
2 A2 027
2 A2 028
2 A2 029
2 A2 078
1 A2 146
2 A2 154
1 A2 155
2 A2b 069
1 A2b 071
2 P-A 005
2 P-A 007

# 4b6bae5a
Energy: Fire
1 A1 211
1 A1 225
2 A2 027
2 A2 028
2 A2 029
2 A2 078
2 A2 146
2 A2 147
2 A2 154
2 P-A 005
2 P-A 007

# 4c99b8b1
Energy: Fire
1 A1 223
2 A2 027
2 A2 028
2 A2 029
2 A2 078
1 A2 104
1 A2 146
1 A2 147
1 A2 150
2 A2 154
1 P-A 001
2 P-A 005
2 P-A 007

# 57fdd761
Energy: Fire
1 A1 223
1 A1 225
2 A2 027
2 A2 028
2 A2 029
2 A2 078
1 A2 146
2 A2 147
1 A2 150
2 A2 154
2 P-A 005
2 P-A 007

# 5c32a834
Energy: Fire
2 A1 225
2 A2 027
2 A2 028
2 A2 029
