# 0c11dccb
Energy: Lightning
2 A1 097
2 A1 098
2 A2 053
1 A2 147
1 A2 150
1 A2b 070
2 A3 066
2 B1 109
1 B1 223
1 B1 225
2 P-A 005
1 P-A 006
2 P-A 007

# 0f584b8e
Energy: Lightning
2 A1 097
2 A1 098
1 A1 225
2 A2 053
2 A2 147
1 A2 150
1 A3a 021
2 B1 109
2 B1 225
2 P-A 005
1 P-A 006
2 P-A 007

# 198d8857
Energy: Lightning
2 A1 097
2 A1 098
1 A1 225
2 A2 053
1 A2 147
1 A2 150
2 A3 066
2 B1 109
2 B1 225
2 P-A 005
1 P-A 006
2 P-A 007

# 26ef0a4b
Energy: Lightning
2 A1 098
2 A2 053
2 A2 148
1 A2 150
2 A3 066
2 B1 109
1 B1 225
2 B1 226
2 B1a 024
1 B1a 068
1 P-A 005
2 P-A 007

# 3c564857
Energy: Lightning
2 A1 098
1 A1 225
2 A2 053
1 A2 147
1 A2 150
1 A2b 070
1 A3 066
2 B1 109
1 B1 225
1 B1 226
2 B1a 024
1 B1a 068
1 P-A 005
1 P-A 006
2 P-A 007

# 60749e3a
Energy: Lightning
2 A1 097
2 A1 098
1 A1 223
2 A2 053
1 A2 147
1 A2 150
2 A3a 021
2 B1 109
2 B1 225
2 P-A 005
1 P-A 006
2 P-A 007

# 64dbab52
Energy: Lightning
2 A1 097
2 A1 098
2 A2 053
1 A2 147
1 A2 150
1 A2 155
1 A2b 070
1 A2b 071
1 A3 066
2 B1 109
2 B1 225
2 P-A 005
2 P-A 007

# 692c6274
Energy: Lightning
2 A1 098
1 A1 223
1 A1 225
1 A2 053
1 A2 147
1 A2 150
1 A2b 070
2 A3a 021
2 B1 109
1 B1 226
2 B1a 024
1 B1a 026
1 B1a 068
1 P-A 005
2 P-A 007

# 7bfaae85
Energy: Lightning
2 A1 097
2 A1 098
2 A2 053
2 A2 150
2 A3 066
1 A3 151
2 B1 109
2 B1 225
2 P-A 005
1 P-A 006
2 P-A 007

# 84c18db6
Energy: Lightning
2 A1 097
2 A1 098
1 A1 223
2 A2 053
2 A2 147
1 A2 150
1 A2 155
1 A3 066
2 B1 109
2 B1 225
2 P-A 005
2 P-A 007

# 99de4dcf
Energy: Lightning
2 A1 098
1 A1 225
2 A2 053
1 A2 147
1 A2 150
1 A2b 070
2 A3 066
2 B1 109
1 B1 225
2 B1a 024
2 P-A 005
1 P-A 006
2 P-A 007

# a3bf6ed2
Energy: Lightning
2 A1 097
2 A1 098
2 A2 053
1 A2 147
2 A3 066
2 B1 109
2 B1 225
1 P-A 002
2 P-A 005
2 P-A 006
2 P-A 007

# a6f3e1bb
Energy: Lightning
2 A1 097
2 A1 098
1 A1 223
2 A2 053
2 A2 147
1 A2 150
1 A2 155
1 A3a 021
2 B1 109
2 B1 225
2 P-A 005
2 P-A 007

# a729e475
Energy: Lightning
2 A1 097
2 A1 098
2 A2 053
1 A2 147
1 A2 150
1 A2b 070
2 A3 066
2 B1 109
2 B1 225
2 P-A 005
1 P-A 006
2 P-A 007

# b6528fc4
Energy: Lightning
2 A1 097
2 A1 098
1 A1 225
2 A2 053
2 A2 147
1 A2 150
2 A3 066
2 B1 109
1 B1 225
2 P-A 005
1 P-A 006
2 P-A 007

# b96fc546
Energy: Lightning
2 A1 097
2 A1 098
1 A1 225
2 A2 053
1 A2 147
1 A2 150
2 A3 066
2 B1 109
1 B1 225
2 P-A 005
2 P-A 006
2 P-A 007

# ba0b7b84
Energy: Lightning
2 A1 097
2 A1 098
2 A2 053
2 A2 147
1 A2 150
1 A2b 070
2 B1 109
2 B1 225
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# c1e69ec2
Energy: Lightning
2 A1 097
2 A1 098
2 A2 053
1 A2 147
1 A2 150
1 A3 155
2 A3a 021
2 A3a 065
2 B1 109
2 B1 225
1 P-A 005
2 P-A 007

# cc6388c9
Energy: Lightning
2 A1 097
2 A1 098
2 A2 053
2 A2 147
1 A2 150
2 A3 066
2 B1 109
1 B1 223
1 B1 225
2 P-A 005
1 P-A 006
2 P-A 007

# d7010ae9
Energy: Lightning
2 A1 097
2 A1 098
2 A2 053
2 A2 147
1 A2 148
2 A3 066
1 A3 151
1 A3a 021
2 B1 109
1 B1 225
2 P-A 005
2 P-A 007

# dc1ac31b
Energy: Lightning
2 A1 098
1 A1 225
2 A2 053
1 A2 150
2 A3 066
1 A3 151
2 B1 109
1 B1 223
1 B1 225
2 B1a 024
1 B1a 068
2 P-A 005
2 P-A 007

# de18c6a6
Energy: Lightning
2 A1 097
2 A1 098
2 A2 053
2 A2 147
1 A2 150
2 A3 066
2 B1 109
2 B1 225
2 P-A 005
1 P-A 006
2 P-A 007
