# 0b6a27ae
Energy: Darkness
1 A1 225
1 A2 148
1 A2 155
1 A2b 071
2 A3a 043
1 A3a 069
2 A3b 034
2 A3b 056
1 A4 083
1 A4 112
2 A4 156
1 A4 157
2 P-A 005
2 P-A 007

# 12718a56
Energy: Psychic
2 A1 186
1 A1 188
1 A2 147
1 A2 150
1 A2 154
1 A2 155
1 A2b 035
2 A3 144
2 A3b 034
2 A3b 056
1 B1 223
2 P-A 005
2 P-A 007
1 P-B 006

# 13d97519
Energy: Psychic
1 A1 225
2 A2 146
1 A2 150
1 A2b 070
1 A3 084
2 A3b 028
1 A3b 033
1 A3b 034
2 A3b 055
2 A3b 056
1 A3b 066
1 P-A 002
2 P-A 005
2 P-A 007

# 2aeb53e5
Energy: Psychic
1 A2 147
1 A2 150
1 A2 155
1 A2b 035
2 A3b 034
2 A3b 056
2 B1 121
1 B1 223
1 B1 225
2 B2 073
2 B2 155
2 P-A 005
2 P-A 007

# 2be3942f
Energy: Psychic
1 A1 225
2 A2 146
1 A2 150
2 A2b 070
1 A3 084
2 A3b 028
1 A3b 033
1 A3b 034
2 A3b 055
2 A3b 056
1 P-A 002
2 P-A 005
2 P-A 007

# 2f3fb5a3
Energy: Fighting
1 A2 068
1 A2 095
1 A2 146
1 A2 150
1 A2a 045
1 A2a 046
1 A2a 047
1 A2b 071
2 A3 144
1 A3 155
2 A3b 034
2 A3b 056
2 P-A 005
1 P-A 006
2 P-A 007

# 30838a8d
Energy: Psychic, Water
2 A1 087
2 A1 089
1 A2 147
2 A2 150
1 A2b 035
2 A3 144
1 A3 155
2 A3b 034
2 A3b 056
2 P-A 005
1 P-A 006
2 P-A 007

# 36fdf507
Energy: Psychic
1 A2 147
1 A2 155
1 A2a 073
1 A3 151
2 A3b 028
2 A3b 033
1 A3b 034
2 A3b 055
2 A3b 056
2 A3b 066
2 P-A 005
1 P-A 006
2 P-A 007

# 3d249a84
Energy: Psychic
2 A2 065
2 A2 152
1 A3 077
2 A3 144
1 A3a 064
2 A3b 034
2 A3b 056
2 A4 078
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 4642f51f
Energy: Psychic, Water
2 A1 087
2 A1 089
1 A2 146
1 A2 147
2 A2 150
1 A2b 035
2 A3 144
2 A3b 034
2 A3b 056
2 P-A 005
1 P-A 006
2 P-A 007

# 54464b77
Energy: Psychic
1 A1 225
1 A1a 068
2 A2 147
1 A2 150
1 A2 155
1 A2b 035
1 A2b 070
1 A2b 071
1 A3 151
2 A3b 034
2 A3b 056
1 A3b 066
1 P-A 001
2 P-A 005
2 P-A 007

# 568250e6
Energy: Psychic
1 A2 147
1 A2 150
1 A2b 035
1 A2b 070
1 A3 084
1 A3 146
1 A3 151
2 A3b 028
1 A3b 034
1 A3b 055
2 A3b 056
2 A3b 066
2 P-A 005
1 P-A 006
2 P-A 007

# 57d9b5b6
Energy: Psychic, Water
2 A1 087
2 A1 089
1 A2 147
2 A2 150
1 A2 155
1 A2b 035
2 A3 144
2 A3b 034
2 A3b 056
2 P-A 005
1 P-A 006
2 P-A 007

# 5a1f82cd
Energy: Psychic
1 A1 225
1 A1a 065
1 A2 146
1 A2b 069
1 A2b 071
1 A3 151
1 A3b 028
2 A3b 033
1 A3b 034
2 A3b 055
2 A3b 056
2 A3b 066
2 P-A 005
2 P-A 007

# 6bd0412a
Energy: Psychic, Water
2 A1 087
2 A1 089
1 A2 146
1 A2 147
2 A2 150
1 A2 155
1 A2b 035
2 A3 144
2 A3b 034
2 A3b 056
2 P-A 005
2 P-A 007

# 6bf219ab
Energy: Psychic
1 A1 225
1 A2 150
1 A2a 073
1 A3 151
2 A3b 028
1 A3b 033
1 A3b 034
2 A3b 055
2 A3b 056
2 A3b 066
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 7d668745
Energy: Darkness
1 A1 225
2 A2 148
1 A2b 070
1 A2b 071
2 A3a 043
2 A3a 069
2 A3b 034
2 A3b 056
1 A4 083
1 A4 112
1 A4 156
2 P-A 005
2 P-A 007

# 7d6b4478
Energy: Psychic
1 A1 225
1 A2b 069
1 A2b 071
1 A3 016
1 A3 151
1 A3a 027
1 A3b 028
2 A3b 033
1 A3b 034
2 A3b 055
2 A3b 056
2 A3b 066
2 P-A 005
2 P-A 007

# 8b8b3bd6
Energy: Lightning
2 A1 102
1 A1 104
1 A2b 071
1 A3a 064
1 A3b 034
2 A3b 056
1 A3b 066
1 A4 032
2 A4 066
1 A4 134
1 A4 156
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 9239563e
Energy: Psychic
1 A1 225
1 A2 150
1 A2b 071
1 A3 084
1 A3 151
2 A3b 028
1 A3b 033
1 A3b 034
2 A3b 055
2 A3b 056
2 A3b 066
1 A3b 067
2 P-A 005
2 P-A 007

# 93fb0d7a
Energy: Psychic
1 A1 225
2 A3 016
2 A3a 027
1 A3b 028
2 A3b 033
1 A3b 034
2 A3b 055
2 A3b 056
2 A3b 066
1 P-A 002
2 P-A 005
2 P-A 007

# a367b20f
Energy: Metal
1 A2 150
1 A2 155
1 A2b 071
2 A3 085
1 A3 087
1 A3 122
2 A3 144
1 A3 155
1 A3a 046
1 A3a 047
2 A3b 034
2 A3b 056
2 P-A 005
2 P-A 007

# a3f5553a
Energy: Psychic
2 A1 120
2 A1 122
1 A1 123
2 A2 147
2 A3 144
2 A3b 034
2 A3b 056
2 B1 225
1 B2 155
2 P-A 005
2 P-A 007

# aac4edef
Energy: Psychic
1 A2 147
1 A2 150
1 A2 155
2 A3b 034
2 A3b 056
1 B1 102
1 B1 196
1 B1 223
1 B2a 093
1 B3 048
1 B3 049
1 B3 050
1 B3a 026
1 B3a 072
2 P-A 005
2 P-A 007

# b2fde066
Energy: Lightning
1 A1 225
1 A2 147
1 A2 150
1 A3 066
2 A3b 025
1 A3b 034
2 A3b 056
2 B1 184
1 B1 225
1 B2 147
1 B3 148
1 B3b 024
2 B3b 064
1 P-A 005
2 P-A 007

# b4faf90e
Energy: Lightning
1 A1 102
1 A1 225
1 A2 150
1 A2 155
1 A3 066
1 A3b 025
1 A3b 028
1 A3b 034
2 A3b 055
2 A3b 056
2 A3b 066
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# b9b644f1
Energy: Psychic, Water
2 A1 220
1 A2 147
1 A2 150
1 A3 151
2 A3b 016
1 A3b 033
1 A3b 034
2 A3b 056
1 A3b 066
2 A4 134
1 A4 156
1 A4 158
2 P-A 005
2 P-A 007

# be055f1f
Energy: Lightning, Psychic
1 A1 102
1 A1 225
1 A2 150
1 A2 155
1 A3 066
1 A3b 025
1 A3b 028
1 A3b 033
1 A3b 034
2 A3b 055
2 A3b 056
2 A3b 066
1 P-A 002
2 P-A 005
2 P-A 007

# be6307c5
Energy: Psychic
1 A1 225
2 A2 146
1 A2 150
1 A3 084
1 A3b 028
2 A3b 033
1 A3b 034
2 A3b 055
2 A3b 056
2 A3b 066
1 P-A 002
2 P-A 005
2 P-A 007

# bf875367
Energy: Fighting
1 A1 225
1 A2 088
2 A2 089
1 A2b 069
2 A3 144
2 A3 146
1 A3 155
2 A3b 034
2 A3b 056
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# c56e5106
Energy: Psychic
1 A1 225
2 A2 147
1 A2 150
1 A2 155
1 A3 151
1 A3b 028
2 A3b 033
1 A3b 034
2 A3b 055
2 A3b 056
2 A3b 066
2 P-A 005
2 P-A 007

# cc2dffbd
Energy: Darkness
1 A2 148
1 A2b 071
2 A3a 043
1 A3a 064
1 A3a 069
2 A3b 034
2 A3b 056
2 A3b 066
1 A4 083
1 A4 112
1 A4 156
1 A4 157
2 P-A 005
2 P-A 007

# d98c1b2a
Energy: Psychic
1 A1 225
1 A2 150
1 A2b 035
1 A2b 071
2 A3a 060
2 A3a 061
2 A3b 034
2 A3b 056
2 A3b 066
2 P-A 001
2 P-A 005
2 P-A 007

# dee8a957
Energy: Psychic, Water
2 A1 087
2 A1 089
2 A2 147
2 A2 150
1 A2b 035
2 A3 144
2 A3b 034
2 A3b 056
1 B1 225
2 P-A 005
2 P-A 007

# f667e86c
Energy: Psychic, Water
2 A1 087
2 A1 089
1 A2 146
1 A2 147
1 A2 150
1 A2 155
1 A2a 072
1 A2b 035
2 A3 144
2 A3b 034
2 A3b 056
2 P-A 005
2 P-A 007

# fb6d4384
Energy: Psychic
1 A1 225
1 A1a 068
1 A2 150
2 A3 016
2 A3a 027
2 A3b 033
1 A3b 034
1 A3b 055
2 A3b 056
2 A3b 066
1 P-A 002
2 P-A 005
2 P-A 007
