# 1ca1e612
Energy: Water
1 A2 148
1 A2 150
1 A3 144
1 A3 155
2 A4a 020
1 B1 121
1 B1 225
1 B2 034
2 B2 036
1 B2 145
2 B2 147
2 P-A 005
2 P-A 007
2 P-B 026

# 78fc73a5
Energy: Water
1 A1 225
2 A2 050
1 A2 150
2 A3 144
1 A3 151
1 A3 155
1 A4a 020
1 A4a 023
1 A4a 067
1 B1 223
1 B1 225
2 B2 036
1 P-A 005
2 P-A 007
2 P-B 026

# 980511e9
Energy: Water
1 A2 050
1 A2 150
1 A2a 072
2 A3 144
1 A4a 020
1 A4a 023
1 A4a 067
1 B1 219
1 B1 225
2 B2 033
1 B2 034
2 B2 036
1 B2 145
2 P-A 005
2 P-A 007

# bb8e8aeb
Energy: Water
1 A1 225
2 A2 050
1 A2 150
1 A2a 072
2 A3 144
1 A3 151
1 A4a 020
1 A4a 023
1 A4a 067
1 B1 223
1 B1 225
2 B2 036
1 P-A 005
2 P-A 007
2 P-B 026

# e9750f80
Energy: Water
1 A1 220
1 A2 150
1 A2a 072
2 A3 144
2 A4a 020
1 A4a 023
1 B1 070
2 B2 033
1 B2 034
2 B2 036
1 B2 048
2 P-A 005
1 P-A 006
2 P-A 007
