# 35a7c86b
Energy: Fighting
1 A1 223
1 A1 225
1 A1a 068
2 A2 022
2 A2 080
2 A2 081
2 A2 082
2 A2 087
1 A2 146
1 A2 147
1 A2 148
2 P-A 005
2 P-A 007

# 41417357
Energy: Fighting
1 A1 154
1 A1 223
2 A1a 068
2 A2 080
2 A2 081
2 A2 082
2 A2 087
2 A2 146
1 A2 148
1 A2 150
1 P-A 001
1 P-A 005
2 P-A 007

# 52d55206
Energy: Fighting
1 A1 225
1 A1a 068
2 A2 022
2 A2 080
2 A2 081
2 A2 082
2 A2 087
1 A2 146
2 A2 148
2 P-A 001
1 P-A 005
2 P-A 007

# 81186a43
Energy: Fighting
2 A1 225
2 A1a 068
2 A2 022
2 A2 080
2 A2 081
2 A2 082
2 A2 087
1 A2 147
1 A2 148
2 P-A 005
2 P-A 007

# 8a40ee15
Energy: Fighting
2 A1a 068
2 A2 080
2 A2 081
2 A2 082
2 A2 087
2 A2 146
2 A2 148
2 P-A 001
2 P-A 005
2 P-A 007

# 921ab3f6
Energy: Fighting
1 A1 157
1 A1 223
1 A1 225
1 A1a 068
2 A2 022
2 A2 080
1 A2 081
2 A2 082
2 A2 087
1 A2 146
1 A2 147
1 A2 148
2 P-A 005
2 P-A 007

# b4acc780
Energy: Fighting
1 A1 225
1 A1a 068
2 A2 022
2 A2 080
2 A2 081
2 A2 082
2 A2 087
1 A2 147
2 A2 148
1 A2 150
2 P-A 005
2 P-A 007

# dcbc57ce
Energy: Fighting
2 A1 156
2 A1 225
2 A1a 068
2 A2 081
2 A2 082
2 A2 087
2 A2 148
2 P-A 001
2 P-A 005
2 P-A 007

# e1b8687e
Energy: Fighting
1 A1 223
1 A1 225
1 A1a 047
2 A1a 068
1 A2 022
2 A2 080
2 A2 081
2 A2 082
2 A2 087
1 A2 147
1 A2 148
2 P-A 005
2 P-A 007
