# 0087817b
Energy: Grass
2 A1 219
1 A1 225
1 A2 148
1 A2 150
1 A2 155
1 A3 147
1 A3 151
2 A3a 006
1 A3a 007
1 A3a 008
2 A3a 062
1 A3a 069
2 P-A 005
1 P-A 006
2 P-A 007

# 0171a005
Energy: Grass
2 A1 219
1 A1 225
1 A2 150
1 A2 155
1 A2b 070
2 A3 147
2 A3a 006
1 A3a 007
1 A3a 008
2 A3a 062
2 A3a 069
2 P-A 005
2 P-A 007

# 02f9b416
Energy: Grass
2 A1 219
2 A2 150
1 A2 155
2 A3 147
1 A3 151
2 A3a 006
1 A3a 007
1 A3a 008
2 A3a 062
1 A3a 069
2 P-A 005
1 P-A 006
2 P-A 007

# 032c8d7d
Energy: Grass
2 A1 219
1 A1 225
1 A2 150
1 A2 155
2 A3 147
2 A3a 006
1 A3a 007
1 A3a 008
2 A3a 062
2 A3a 069
2 P-A 005
1 P-A 006
2 P-A 007

# 0353fe3f
Energy: Grass
1 A1 219
1 A1 223
1 A1 225
1 A2 150
1 A2b 071
2 A3 147
1 A3 151
2 A3a 006
1 A3a 007
2 A3a 008
2 A3a 062
1 A3a 069
2 P-A 005
2 P-A 007

# 0377138e
Energy: Grass
2 A1 219
1 A1 225
1 A2 150
1 A2 155
2 A3 147
2 A3a 006
1 A3a 007
2 A3a 008
2 A3a 062
2 A3a 069
2 P-A 005
2 P-A 007

# 04a18239
Energy: Grass
2 A1 219
1 A2 155
2 A2b 071
2 A3 147
1 A3 151
2 A3a 006
1 A3a 008
2 A3a 062
2 A3a 069
1 P-A 001
2 P-A 005
2 P-A 007

# 04e29ea1
Energy: Grass
1 A1 219
1 A1 225
1 A2 150
2 A3 147
2 A3a 006
1 A3a 007
1 A3a 008
2 A3a 062
2 A3a 069
2 B1 225
1 B3 147
2 P-A 005
2 P-A 007

# 0696d368
Energy: Grass
2 A1 219
1 A2 148
1 A2 150
1 A2b 071
1 A3 147
1 A3 151
2 A3a 006
1 A3a 007
1 A3a 008
2 A3a 062
2 A3a 069
2 P-A 005
1 P-A 006
2 P-A 007

# 0719d786
Energy: Grass
1 A2 148
1 A2 150
1 A2 155
1 A3 147
1 A3 151
2 A3a 006
1 A3a 007
2 A3a 008
2 A3a 062
1 A3a 064
2 A3a 069
2 P-A 005
1 P-A 006
2 P-A 007

# 087e2c64
Energy: Grass
1 A1 219
1 A2 150
1 A2 155
2 A3 146
2 A3 147
1 A3 151
2 A3a 006
2 A3a 008
2 A3a 062
2 A3a 069
2 P-A 005
2 P-A 007

# 08b67f8b
Energy: Grass
1 A1 225
1 A2 150
2 A3 147
1 A3a 006
1 A3a 007
2 A3a 008
2 A3a 062
2 A3a 069
2 B1 225
1 B2 145
1 B2 154
2 P-A 005
2 P-A 007

# 0a8f22f9
Energy: Grass
1 A1 219
1 A2 147
1 A2 148
1 A2 150
1 A2b 071
1 A3 151
2 A3a 006
1 A3a 007
1 A3a 008
2 A3a 062
1 A3a 064
2 A3a 069
2 P-A 005
1 P-A 006
2 P-A 007

# 0bc9999e
Energy: Grass
1 A1 219
2 A2 148
1 A2 150
1 A2 155
1 A2b 071
1 A3 147
1 A3 151
2 A3a 006
1 A3a 007
1 A3a 008
2 A3a 062
2 A3a 069
2 P-A 005
2 P-A 007

# 0bf862f4
Energy: Grass
1 A1 219
1 A2 148
2 A2 150
1 A2b 071
1 A3 147
2 A3a 006
1 A3a 007
1 A3a 008
2 A3a 062
2 A3a 069
1 B1 225
2 P-A 005
1 P-A 006
2 P-A 007

# 0c2895c3
Energy: Grass
1 A1 219
1 A1 225
1 A2 147
1 A2 148
1 A2 150
1 A2 155
1 A2b 071
2 A3a 006
1 A3a 007
2 A3a 008
2 A3a 062
2 A3a 069
2 P-A 005
2 P-A 007

# 0c99588f
Energy: Grass
2 A1 219
1 A1 225
2 A2 148
1 A2 150
1 A2 155
1 A3 147
2 A3a 006
2 A3a 008
2 A3a 062
2 A3a 069
2 P-A 005
2 P-A 007

# 0dfa130a
Energy: Grass
1 A1 219
2 A2 148
1 A2 150
1 A2 155
1 A3 151
