# 04813f70
Energy: Water
1 A1 083
1 A1 084
2 A1 087
2 A1 088
2 A1 089
2 A1 220
2 A1 225
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
1 P-A 014

# 0489c917
Energy: Water
2 A1 087
2 A1 088
2 A1 089
1 A1 203
1 A2 022
1 A2 049
1 A2 050
1 A2 146
2 A2 147
2 A2 150
2 P-A 005
2 P-A 007
1 P-A 014

# 0f571af8
Energy: Water
2 A1 087
2 A1 088
2 A1 089
1 A1 203
1 A1 211
1 A2 022
1 A2 049
1 A2 146
1 A2 147
2 A2 150
1 A2 155
2 P-A 005
2 P-A 007
1 P-A 014

# 1493fba3
Energy: Water
1 A1 084
2 A1 087
2 A1 088
2 A1 089
2 A1 220
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
1 P-A 014

# 3f6b1765
Energy: Water
1 A1 084
2 A1 087
2 A1 088
2 A1 089
2 A1 220
1 A1 223
2 A1 225
1 A1a 068
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007
1 P-A 014

# 4f4ab9e1
Energy: Water
2 A1 087
2 A1 088
2 A1 089
1 A1 203
1 A1 220
1 A2 022
1 A2 049
2 A2 147
2 A2 150
1 A2 155
2 P-A 005
2 P-A 007
1 P-A 014

# 78acb147
Energy: Water
1 A1 084
2 A1 087
1 A1 088
1 A1 089
1 A1 091
1 A1 203
1 A1 218
2 A1 220
2 A1 225
2 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007
1 P-A 014

# 7980079a
Energy: Water
1 A1 005
1 A1 006
1 A1 007
1 A1 084
2 A1 087
2 A1 088
2 A1 089
2 A1 220
1 A1 225
2 P-A 001
2 P-A 005
2 P-A 007
1 P-A 014

# 7f9672e6
Energy: Water
1 A1 079
1 A1 084
2 A1 087
2 A1 088
2 A1 089
2 A1 220
1 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
1 P-A 014

# a42fb890
Energy: Water
1 A1 084
2 A1 087
2 A1 088
2 A1 089
2 A1 220
2 A1 225
2 P-A 001
2 P-A 002
1 P-A 005
1 P-A 006
2 P-A 007
1 P-A 014

# a979f5d1
Energy: Water
2 A1 087
2 A1 088
1 A1 089
2 A1 198
2 A1 220
1 A1 223
2 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007
1 P-A 014

# ab45d4c4
Energy: Water
1 A1 083
1 A1 084
2 A1 087
2 A1 088
2 A1 089
2 A1 220
1 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
1 P-A 014

# ad5ecec0
Energy: Water
2 A1 087
2 A1 088
2 A1 089
2 A1 220
1 A2 050
2 A2 150
2 A2a 072
2 P-A 001
2 P-A 005
2 P-A 007
1 P-A 014

# b2e641f6
Energy: Water
1 A1 084
2 A1 087
2 A1 088
2 A1 089
2 A1 220
1 A1 223
1 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
1 P-A 014

# c9c7e1d5
Energy: Water
1 A1 083
2 A1 087
2 A1 088
2 A1 089
1 A1 110
1 A1 111
2 A1 220
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
1 P-A 014
