# 445a8ab2
Energy: Psychic
1 A1 223
1 A1 225
1 A2 147
1 A2 150
1 A2 155
1 A3 144
1 A3 151
1 B1 121
1 B1 225
2 B2 067
1 B2 068
2 B2 069
2 B2 070
1 B2 155
1 P-A 005
2 P-A 007

# 462d8291
Energy: Psychic
1 A1 223
1 A1 225
1 A2 150
1 A2 155
1 A2b 069
1 A2b 072
2 A3 144
1 A3 151
1 B1 121
1 B1 225
2 B2 067
2 B2 069
2 B2 124
1 P-A 005
2 P-A 007

# 68cedbf4
Energy: Psychic
1 A1 223
1 A2 147
1 A2 150
1 A2 155
1 A3 144
1 A3 155
1 B1 121
1 B1 223
1 B1 225
2 B2 067
1 B2 068
2 B2 069
2 B2 070
1 B2 155
1 P-A 005
2 P-A 007
