# 120afe3e
Energy: Psychic
1 A2 147
2 A3 085
2 A3 087
2 A3 144
1 A3b 028
2 A3b 034
2 A3b 055
1 A3b 056
2 A3b 066
1 P-A 002
1 P-A 005
1 P-A 006
2 P-A 007

# 270c54d8
Energy: Psychic
1 A2 078
1 A2 147
1 A2 150
1 A2b 035
1 A2b 071
2 A3 085
2 A3 087
2 A3 144
2 A3b 034
2 A4 134
2 P-A 005
1 P-A 006
2 P-A 007

# 88b0c0b3
Energy: Psychic
1 A2 150
1 A2 155
1 A2b 035
1 A2b 071
2 A3 085
2 A3 087
1 A3 088
2 A3 144
2 A3b 034
2 A4 134
1 P-A 002
2 P-A 005
2 P-A 007

# b5b5afcb
Energy: Psychic
1 A1 225
1 A1a 068
1 A2 147
1 A2 150
1 A2b 035
1 A2b 070
1 A3 085
1 A3 087
1 A3 144
1 A3 155
2 A3b 034
2 A4 134
1 A4 158
1 P-A 002
2 P-A 005
2 P-A 007
