# 001882e0
Energy: Fighting
2 A1 087
2 A1 089
1 A2 150
2 A3 144
2 B1 109
2 B1 225
2 B3 079
1 B3 081
2 B3 148
2 P-A 005
2 P-A 007

# 00e28f90
Energy: Fighting
2 A1 087
2 A1 089
1 A2 150
2 A2b 042
2 A3 144
2 B1 177
2 B1 225
1 B2b 069
1 B3 081
1 P-A 002
2 P-A 005
2 P-A 007

# 018f689c
Energy: Fighting
2 A1 087
1 A1 088
2 A1 089
1 A2 147
1 A2 150
2 A2b 042
2 A3 144
1 B1 225
2 B2 124
1 B3 081
1 B3 154
2 P-A 005
2 P-A 007

# 071c38b9
Energy: Fighting
2 A1 087
2 A1 089
2 A2 091
1 A2 150
2 A3 144
1 A4 070
2 B1 225
1 B2a 091
1 B3 081
2 B3 148
1 B3 154
2 P-A 005
1 P-A 007

# 075bdf9a
Energy: Fighting
2 A1 087
2 A1 089
2 A2 091
1 A2 150
2 A3 144
2 B1 109
2 B1 225
1 B3 081
2 B3 148
2 P-A 005
2 P-A 007

# 07a59ba9
Energy: Fighting
2 A1 087
2 A1 089
1 A2 150
2 A3 144
2 B1 109
1 B1 225
1 B2 147
2 B3 079
1 B3 081
1 B3 147
1 B3 148
2 P-A 005
2 P-A 007

# 07c43f30
Energy: Fighting
2 A1 087
2 A1 089
2 A2 091
1 A2 150
2 A3 144
2 B1 109
2 B1 225
2 B3 081
1 P-A 002
2 P-A 005
2 P-A 007

# 07f6716f
Energy: Fighting
2 A1 087
2 A1 089
1 A2 091
1 A2 150
2 A3 144
2 B1 109
2 B1 225
1 B3 079
1 B3 081
1 B3 147
1 B3 148
2 P-A 005
2 P-A 007

# 09392197
Energy: Fighting
2 A1 087
2 A1 089
1 A2 150
2 A3 144
1 B1 109
1 B1 225
2 B3 079
1 B3 081
2 B3 148
1 B3 149
1 B3 154
2 P-A 005
2 P-A 007

# 099310e7
Energy: Fighting
2 A1 087
2 A1 089
2 A2 091
1 A2 150
2 A3 144
2 B1 109
1 B1 225
2 B3 081
1 B3 154
1 P-A 002
2 P-A 005
2 P-A 007

# 0a9d5e73
Energy: Fighting
2 A1 087
2 A1 089
1 A1 225
2 A2 091
1 A2 150
2 A3 144
2 B1 109
1 B1 225
1 B3 081
1 B3 148
1 B3 154
2 P-A 005
2 P-A 007

# 0b3a0cd8
Energy: Fighting
1 A1 087
1 A1 089
1 A1 154
1 A2 089
2 A2 091
2 A2 144
1 A2 150
2 A3 144
2 B1 225
1 B2b 069
1 B3 081
1 B3a 071
1 B3b 061
1 P-A 005
2 P-A 007

# 0df1ac86
Energy: Fighting
2 A1 087
2 A1 089
2 A2 091
1 A2 150
2 A3 144
2 B1 109
1 B1 225
1 B3 081
1 B3 148
1 B3 149
1 B3 154
2 P-A 005
2 P-A 007

# 0f36a276
Energy: Fighting
2 A1 087
2 A1 089
2 A2 091
1 A2 150
2 A3 144
2 B1 225
2 B2 124
1 B3 081
1 B3 148
1 B3 154
2 P-A 005
2 P-A 007

# 103031f5
Energy: Fighting
2 A1 087
2 A1 089
1 A2 091
1 A2 150
1 A2b 042
2 A3 144
2 B1 109
2 B1 225
1 B3 081
2 B3 148
1 B3b 069
1 P-A 005
2 P-A 007

# 11edf4aa
Energy: Fighting
2 A1 087
2 A1 089
1 A2 150
1 A2b 042
2 A3 144
1 A4a 067
2 B1 109
2 B1 225
1 B3 079
1 B3 081
1 B3 154
2 P-A 005
2 P-A 007

# 12af4ddf
Energy: Fighting
2 A1 087
2 A1 089
1 A2 091
1 A2 150
2 A3 144
1 A4a 067
2 B1 109
2 B1 225
1 B3 079
1 B3 081
1 B3 154
2 P-A 005
2 P-A 007

# 1465fbbe
Energy: Fighting
2 A1 087
2 A1 089
1 A2 150
1 A2b 042
2 A3 144
1 A4 102
1 B1 109
2 B1 225
1 B3 081
1 B3 148
1 B3 154
1 P-A 002
2 P-A 005
2 P-A 007

# 1652da66
Energy: Fighting
2 A1 087
2 A1 089
1 A2 091
1 A2 150
2 A3 144
2 B1 109
2 B1 225
1 B2 147
1 B3 079
1 B3 081
2 B3 148
1 B3b 069
1 P-A 005
1 P-A 007

# 1985a040
Energy: Fighting
2 A1 087
2 A1 089
2 A2 150
2 A3 144
2 A4 102
1 A4a 067
2 B1 225
2 B3 079
1 B3 081
2 P-A 005
2 P-A 007

# 1a010138
Energy: Fighting
2 A1 087
2 A1 089
1 A2 150
2 A3 144
2 B1 177
2 B1 225
