# 0e12b939
Energy: Psychic
2 A1 120
2 A1 121
2 A1 123
1 A1 127
1 A1 225
2 A1a 032
2 A1a 065
1 A1a 068
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 17394313
Energy: Psychic
2 A1 120
2 A1 121
2 A1 123
1 A1a 032
2 A2 078
1 A2 146
2 A2 148
1 A2 150
2 A2 154
1 P-A 002
2 P-A 005
2 P-A 007

# 1f09eee3
Energy: Psychic
2 A1 120
2 A1 121
2 A1 123
1 A1a 032
2 A1a 065
1 A2 078
2 A2 146
2 A2 147
2 A2 154
2 P-A 005
2 P-A 007

# 39deb2f2
Energy: Psychic
2 A1 120
2 A1 123
2 A1 223
1 A1 225
1 A1a 032
2 A1a 033
2 A1a 065
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007
2 P-A 020

# 40bb12c0
Energy: Psychic
2 A1 120
2 A1 121
2 A1 123
1 A1 203
1 A1 223
2 A1 225
1 A1a 032
1 A1a 033
2 A1a 065
2 P-A 002
2 P-A 005
2 P-A 007

# 4246400e
Energy: Psychic
2 A1 120
2 A1 123
2 A1 127
2 A1 225
1 A1a 032
2 A1a 065
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 020

# 425bcb60
Energy: Psychic
2 A1 120
2 A1 123
1 A1 225
1 A1a 032
2 A1a 065
1 A2 146
1 A2 147
1 A2 150
1 A2 155
2 A2a 032
1 A2a 069
1 P-A 001
2 P-A 005
2 P-A 007

# 4572b4b1
Energy: Psychic
2 A1 120
2 A1 123
1 A1 223
1 A1 225
1 A1a 032
2 A1a 033
1 A1a 065
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
2 P-A 020

# 48de6f8b
Energy: Psychic
2 A1 120
2 A1 121
2 A1 123
1 A1a 032
2 A1a 065
1 A2 070
1 A2 071
1 A2 072
2 A2 146
1 A2 147
1 A2 150
2 P-A 005
2 P-A 007

# 4c8d12d4
Energy: Psychic
2 A1 120
1 A1 121
2 A1 123
2 A1 223
1 A1 225
1 A1a 032
1 A1a 033
2 A1a 065
1 A1a 068
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007
1 P-A 020

# 4dabeecd
Energy: Psychic
2 A1 120
1 A1 121
2 A1 123
1 A1 223
2 A1 225
1 A1a 032
2 A1a 033
2 A1a 065
2 P-A 002
2 P-A 005
2 P-A 007
1 P-A 020

# 57525787
Energy: Psychic
2 A1 120
1 A1 121
2 A1 123
1 A1 124
1 A1 125
1 A1 223
2 A1 225
1 A1a 032
1 A1a 068
2 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007
1 P-A 020

# 59acc97a
Energy: Psychic
2 A1 113
1 A1 121
1 A1 123
2 A1a 032
1 A2 146
2 A2a 030
2 A2a 031
1 A2a 033
1 A2b 035
1 A2b 071
1 A3 144
2 P-A 005
2 P-A 007
1 P-A 020

# 5f88e0a1
Energy: Psychic
2 A1 120
2 A1 121
2 A1 123
2 A1 127
2 A1 225
1 A1a 032
2 A1a 065
1 A1a 068
2 P-A 002
2 P-A 005
2 P-A 007

