# 26f2ed1f
Energy: Metal
2 A1 181
2 A1 182
2 A1 198
1 A1 210
2 A1a 063
2 A1a 068
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
1 P-A 022

# 2c3f87d2
Energy: Metal
2 A1 178
2 A1 181
2 A1 182
2 A1 198
1 A1 223
2 A1 225
1 A1a 068
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# da49e244
Energy: Metal
2 A1 181
2 A1 182
2 A1 198
2 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 006
2 P-A 007

# f32620e6
Energy: Metal
2 A1 181
1 A1 182
2 A1 198
2 A1 203
2 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# f3faf387
Energy: Metal
2 A1 178
2 A1 181
2 A1 182
2 A1 198
2 A1 223
2 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
