# 0dba5bbe
Energy: Psychic
2 A1 120
1 A1 121
1 A1 122
2 A2 147
1 A2 150
1 A2a 033
2 A3 077
2 A3 084
2 A3 144
2 A3 155
2 P-A 005
2 P-A 007

# 1a8fd597
Energy: Psychic
1 A1 120
1 A1 121
1 A1 122
1 A1 225
1 A2 148
1 A2 155
1 A2a 031
1 A2a 032
1 A2a 033
1 A2b 069
1 A3 076
1 A3 077
2 A3 144
2 A3 155
2 P-A 005
2 P-A 007

# 2d73ee84
Energy: Psychic
1 A1 120
1 A1 121
1 A1 122
1 A2 146
1 A2 147
1 A2 150
1 A2a 031
1 A2a 033
1 A2b 070
1 A3 076
1 A3 077
2 A3 144
2 A3 155
2 P-A 005
2 P-A 007
1 P-A 020

# 4ec25651
Energy: Psychic
1 A1 120
1 A1 121
1 A1 122
1 A1 225
1 A2 148
1 A2a 031
1 A2a 032
1 A2a 033
1 A3 076
1 A3 077
2 A3 144
1 A3 151
2 A3 155
1 A4 158
2 P-A 005
2 P-A 007

# d93b7406
Energy: Psychic
1 A1 120
1 A1 121
1 A1 122
2 A2 148
1 A2 150
1 A2a 031
1 A2a 032
1 A2a 033
1 A3 076
1 A3 077
2 A3 144
1 A3 151
1 A3 155
1 A4 158
2 P-A 005
2 P-A 007
