# 3c41f952
Energy: Grass
1 A1 225
2 A1a 001
2 A2a 010
2 A3 002
2 A3 147
2 A4 134
2 A4 156
1 A4 157
1 A4 158
2 P-A 005
1 P-A 006
2 P-A 007

# 473374ff
Energy: Grass
2 A1 219
2 A1a 001
1 A2 150
1 A2 155
2 A2a 010
2 A3 002
1 A3 147
1 A3 151
2 A4 134
2 A4 156
2 P-A 005
2 P-A 007

# 5902e142
Energy: Grass
2 A1 219
2 A1a 001
1 A1a 002
1 A2 150
1 A2 155
2 A2a 010
2 A3 002
1 A3 147
2 A4 134
2 A4 156
2 P-A 005
2 P-A 007

# 5acabf9b
Energy: Grass
2 A1 219
2 A1a 001
1 A2 150
1 A2 155
2 A2a 010
2 A3 002
1 A3 066
1 A3 147
1 A3b 055
1 A4 134
2 A4 156
2 P-A 005
2 P-A 007

# 5b4500ca
Energy: Grass
2 A1 219
2 A1a 001
1 A2 146
2 A2a 010
2 A3 002
2 A3 147
1 A4 021
2 A4 134
2 A4 156
2 P-A 005
2 P-A 007

# 64ed17df
Energy: Grass
1 A1 219
1 A1 225
2 A1a 001
1 A2a 010
1 A2b 070
1 A2b 071
2 A3 002
2 A3 147
1 A4 134
2 A4 156
1 A4 157
2 P-A 005
1 P-A 006
2 P-A 007

# 6ef13015
Energy: Grass
1 A1 219
2 A1a 001
1 A2a 010
2 A3 002
2 A3 147
1 A3 151
1 A3b 066
1 A4 156
1 B1 184
1 B1 225
1 B1 226
1 B1a 067
1 B2 145
1 B2 150
1 B2 153
2 P-A 007

# 73bbf15c
Energy: Grass
2 A1 219
2 A1a 001
2 A2a 010
2 A3 002
2 A3 144
2 A3 147
2 A4 134
2 A4 156
2 P-A 005
2 P-A 007

# 8bd0cf9e
Energy: Grass
2 A1 219
2 A1a 001
1 A2a 010
1 A2b 071
2 A3 002
2 A3 147
1 A4 134
2 A4 156
1 A4 157
2 P-A 001
2 P-A 005
2 P-A 007

# 8d29fb87
Energy: Grass
2 A1 219
1 A1 225
2 A1a 001
2 A2a 010
1 A2b 071
2 A3 002
2 A3 147
2 A3b 055
2 A4 156
2 P-A 005
2 P-A 007

# 9bc220c8
Energy: Grass
1 A1 219
2 A1a 001
1 A2 150
2 A2a 010
2 A3 002
2 A3 147
1 A4 156
1 B1 002
2 B1 184
1 B1 225
1 B1 226
1 B2 017
1 B3 153
2 P-A 007

# a2c76704
Energy: Grass
2 A1 219
1 A1 225
2 A1a 001
2 A2 126
1 A2 146
2 A2a 010
1 A2b 071
2 A3 002
2 A3 147
1 A3 151
2 P-A 005
2 P-A 007

# ab74cdb5
Energy: Grass
2 A1 021
1 A1 225
1 A2 150
2 A2a 010
2 A3 002
2 A4 032
2 B1 184
2 B1 225
2 B2 145
2 P-A 005
2 P-A 007

# b92f02c7
Energy: Grass
2 A1 219
2 A1a 001
1 A2 146
1 A2 150
2 A2a 010
2 A3 002
2 A3 147
2 A4 134
2 A4 156
2 P-A 005
2 P-A 007

# cb63bbd5
Energy: Grass
2 A1 219
2 A1a 001
1 A1a 003
1 A2 150
2 A2a 010
2 A3 002
1 A3 147
2 A4 134
2 A4 156
2 P-A 005
1 P-A 006
2 P-A 007

# ddc8d6f1
Energy: Grass
2 A1 021
1 A1 225
2 A2a 010
2 A3 002
2 A3 147
2 A4 156
2 B1 184
2 B1 225
1 B1 226
1 B1a 067
1 B2 017
2 P-A 005

# dff5bd1d
Energy: Grass
2 A1 219
2 A1a 001
2 A2a 010
2 A3 002
2 A3 147
1 A3 151
2 A4 134
2 A4 156
2 P-A 005
1 P-A 006
2 P-A 007

# f52fa13c
Energy: Grass
2 A1 219
2 A1a 001
1 A2 150
1 A2 155
2 A2a 010
2 A3 002
1 A3 066
1 A3 147
2 A4 134
2 A4 156
2 P-A 005
2 P-A 007
